GROSS_SPA,NET_SPA,REQUESTER_CODE,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
16.72,8.27,DG1-DEPOT,RR,2016/0363(COD),LEG,COD,MAIN,ECON,ECON
25.69,11.01,ECON,PR,2016/0363(COD),LEG,COD,MAIN,ECON,ECON
37.77,19.26,ECON,AM,2016/0363(COD),LEG,COD,MAIN,ECON,ECON
14.63,14.28,JURI,CM,2017/2034(IMM),IMMDI,IMM,MAIN,JURI,JURI
15.13,14.76,JURI,CM,2017/2034(IMM),IMMDI,IMM,MAIN,JURI,JURI
4.64,3.34,TRAN,PR,2006/0058(NLE),APPE,NLE,MAIN,TRAN,TRAN
5.71,2.27,DG1-DEPOT,RR,2006/0058(NLE),APPE,NLE,MAIN,TRAN,TRAN
0.68,0.55,ECR,NT,2006/0058(NLE),APPE,NLE,MAIN,TRAN,TRAN
2.71,2.52,DEVE,PA,2017/2015(INI),INIT,INI,AVI,DEVE,DEVE
7.34,7.2,CJ30,DT,2017/2015(INI),INIT,INI,MAIN,INTA,CJ30
23.9,12.11,DEVE,AM,2017/2015(INI),INIT,INI,AVI,DEVE,DEVE
14.56,11.7,CJ30,PR,2017/2015(INI),INIT,INI,MAIN,INTA,CJ30
48.77,36.2,DG1-DEPOT,RR,2017/2015(INI),INIT,INI,MAIN,INTA,CJ30
2.25,2.1,PPE,DV,2017/2015(INI),INIT,INI,MAIN,INTA,CJ30
8.14,5.98,DEVE,AD,2017/2015(INI),INIT,INI,AVI,DEVE,DEVE
123.75,77.3,CJ30,AM,2017/2015(INI),INIT,INI,MAIN,INTA,CJ30
1.48,1.46,ECR,NT,2017/2015(INI),INIT,INI,MAIN,INTA,CJ30
1.89,1.69,ECR,NT,2017/2015(INI),INIT,INI,MAIN,INTA,CJ30
1.6,0.83,REGI,AM,2017/0024(NLE),CNPE,NLE,AVI,REGI,REGI
1.64,0.88,PPE,NR,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
2.53,1.13,REGI,AD,2017/0024(NLE),CNPE,NLE,AVI,REGI,REGI
0.87,0.67,CONT,PA,2017/0024(NLE),CNPE,NLE,AVI,CONT,CONT
11.4,5.98,ITRE,AM,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
16.03,6.43,DG1-DEPOT,RR,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
8.0,5.56,ITRE,PR,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
2.1,1.35,CONT,AM,2017/0024(NLE),CNPE,NLE,AVI,CONT,CONT
1.71,1.52,REGI,PA,2017/0024(NLE),CNPE,NLE,AVI,REGI,REGI
3.39,2.36,CONT,AD,2017/0024(NLE),CNPE,NLE,AVI,CONT,CONT
0.99,0.84,ECR,NR,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
1.01,0.86,ECR,NR,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
1.01,0.86,ECR,NR,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
1.01,0.86,ECR,NR,2017/0024(NLE),CNPE,NLE,MAIN,ITRE,ITRE
27.55,14.63,INTA,AM,2017/2636(RSP),RESQ,RSP,MAIN,INTA,INTA
1.09,0.96,ECR,NR,2017/2636(RSP),RESQ,RSP,MAIN,INTA,INTA
11.01,4.61,INTA,RE,2017/2636(RSP),RESQ,RSP,MAIN,INTA,INTA
7.99,6.16,INTA,RE,2017/2636(RSP),RESQ,RSP,MAIN,INTA,INTA
8.09,4.06,DEVE,AM,2017/2036(INI),OUTDEC,INI,AVI,DEVE,DEVE
3.67,2.54,DEVE,AD,2017/2036(INI),OUTDEC,INI,AVI,DEVE,DEVE
28.51,13.74,DG1-DEPOT,RR,2017/2036(INI),OUTDEC,INI,MAIN,AFET,AFET
24.2,14.54,INTA,AM,2017/2036(INI),OUTDEC,INI,AVI,INTA,INTA
7.49,6.1,INTA,AD,2017/2036(INI),OUTDEC,INI,AVI,INTA,INTA
54.56,37.86,AFET,AM,2017/2036(INI),OUTDEC,INI,MAIN,AFET,AFET
1.82,1.55,PPE,NT,2017/2036(INI),OUTDEC,INI,MAIN,AFET,AFET
1.78,1.49,INTA,PA,2017/2036(INI),OUTDEC,INI,AVI,INTA,INTA
7.4,6.51,AFET,PR,2017/2036(INI),OUTDEC,INI,MAIN,AFET,AFET
1.56,1.32,DEVE,PA,2017/2036(INI),OUTDEC,INI,AVI,DEVE,DEVE
4.31,4.25,ITRE,LT,2017/2043(BUD),PREBUD,BUD,AVI,ITRE,ITRE
1.86,1.6,FEMM,PA,2017/2043(BUD),PREBUD,BUD,AVI,FEMM,FEMM
16.67,10.98,CULT,AM,2017/2043(BUD),PREBUD,BUD,AVI,CULT,CULT
5.69,3.98,IMCO,AM,2017/2043(BUD),PREBUD,BUD,AVI,IMCO,IMCO
14.99,13.22,BUDG,PR,2017/2043(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
71.05,26.05,DG1-DEPOT,RR,2017/2043(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
5.4,3.35,CULT,AD,2017/2043(BUD),PREBUD,BUD,AVI,CULT,CULT
3.51,2.72,IMCO,AD,2017/2043(BUD),PREBUD,BUD,AVI,IMCO,IMCO
4.99,3.0,FEMM,AD,2017/2043(BUD),PREBUD,BUD,AVI,FEMM,FEMM
25.69,15.53,EMPL,AM,2017/2043(BUD),PREBUD,BUD,AVI,EMPL,EMPL
2.32,2.3,ENVI,LT,2017/2043(BUD),PREBUD,BUD,AVI,ENVI,ENVI
2.46,2.41,CONT,LT,2017/2043(BUD),PREBUD,BUD,AVI,CONT,CONT
24.42,13.13,AGRI,AM,2017/2043(BUD),PREBUD,BUD,AVI,AGRI,AGRI
2.48,2.45,INTA,LT,2017/2043(BUD),PREBUD,BUD,AVI,INTA,INTA
7.4,5.81,AGRI,AD,2017/2043(BUD),PREBUD,BUD,AVI,AGRI,AGRI
8.11,5.63,EMPL,AD,2017/2043(BUD),PREBUD,BUD,AVI,EMPL,EMPL
1.99,1.97,AFCO,LT,2017/2043(BUD),PREBUD,BUD,AVI,AFCO,AFCO
11.03,5.23,FEMM,AM,2017/2043(BUD),PREBUD,BUD,AVI,FEMM,FEMM
133.77,57.4,BUDG,AM,2017/2043(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
1.71,1.49,AGRI,PA,2017/2043(BUD),PREBUD,BUD,AVI,AGRI,AGRI
1.49,1.31,CULT,PA,2017/2043(BUD),PREBUD,BUD,AVI,CULT,CULT
1.44,1.22,IMCO,PA,2017/2043(BUD),PREBUD,BUD,AVI,IMCO,IMCO
2.16,1.32,EMPL,PA,2017/2043(BUD),PREBUD,BUD,AVI,EMPL,EMPL
6.16,3.48,LIBE,AD,2017/2044(BUD),BUD,BUD,AVI,LIBE,LIBE
1.38,1.2,ECON,PA,2017/2044(BUD),BUD,BUD,AVI,ECON,ECON
1.71,1.42,FEMM,PA,2017/2044(BUD),BUD,BUD,AVI,FEMM,FEMM
6.1,3.18,CONT,AD,2017/2044(BUD),BUD,BUD,AVI,CONT,CONT
1.43,1.25,ITRE,PA,2017/2044(BUD),BUD,BUD,AVI,ITRE,ITRE
2.32,2.14,TRAN,PA,2017/2044(BUD),BUD,BUD,AVI,TRAN,TRAN
1.42,1.28,PECH,PA,2017/2044(BUD),BUD,BUD,AVI,PECH,PECH
5.12,2.23,FEMM,AM,2017/2044(BUD),BUD,BUD,AVI,FEMM,FEMM
3.04,1.37,FEMM,AD,2017/2044(BUD),BUD,BUD,AVI,FEMM,FEMM
4.29,3.75,CONT,PA,2017/2044(BUD),BUD,BUD,AVI,CONT,CONT
1.76,1.19,EMPL,PA,2017/2044(BUD),BUD,BUD,AVI,EMPL,EMPL
5.61,3.44,REGI,AD,2017/2044(BUD),BUD,BUD,AVI,REGI,REGI
1.53,1.38,CULT,PA,2017/2044(BUD),BUD,BUD,AVI,CULT,CULT
1.89,1.59,IMCO,PA,2017/2044(BUD),BUD,BUD,AVI,IMCO,IMCO
4.88,2.74,IMCO,AM,2017/2044(BUD),BUD,BUD,AVI,IMCO,IMCO
5.06,3.67,CULT,AD,2017/2044(BUD),BUD,BUD,AVI,CULT,CULT
1.6,1.43,AFET,PA,2017/2044(BUD),BUD,BUD,AVI,AFET,AFET
19.34,8.95,REGI,AM,2017/2044(BUD),BUD,BUD,AVI,REGI,REGI
1.6,1.38,AFCO,PA,2017/2044(BUD),BUD,BUD,AVI,AFCO,AFCO
27.33,14.48,TRAN,AM,2017/2044(BUD),BUD,BUD,AVI,TRAN,TRAN
8.26,5.43,ENVI,AM,2017/2044(BUD),BUD,BUD,AVI,ENVI,ENVI
3.78,2.01,IMCO,AD,2017/2044(BUD),BUD,BUD,AVI,IMCO,IMCO
2.7,1.56,AFCO,AD,2017/2044(BUD),BUD,BUD,AVI,AFCO,AFCO
6.99,5.08,EMPL,AD,2017/2044(BUD),BUD,BUD,AVI,EMPL,EMPL
5.01,2.79,ENVI,AD,2017/2044(BUD),BUD,BUD,AVI,ENVI,ENVI
6.78,4.59,AGRI,AD,2017/2044(BUD),BUD,BUD,AVI,AGRI,AGRI
3.15,3.12,AFET,LT,2017/2044(BUD),BUD,BUD,AVI,AFET,AFET
2.2,2.17,PECH,LT,2017/2044(BUD),BUD,BUD,AVI,PECH,PECH
1.61,1.31,LIBE,PA,2017/2044(BUD),BUD,BUD,AVI,LIBE,LIBE
6.09,3.56,AGRI,AB,2017/2044(BUD),BUD,BUD,AVI,AGRI,AGRI
13.77,8.02,AFET,AM,2017/2044(BUD),BUD,BUD,AVI,AFET,AFET
19.79,78.36,AGRI,AB,2017/2044(BUD),BUD,BUD,AVI,AGRI,AGRI
1.66,1.34,AGRI,PA,2017/2044(BUD),BUD,BUD,AVI,AGRI,AGRI
1.71,1.52,REGI,PA,2017/2044(BUD),BUD,BUD,AVI,REGI,REGI
10.15,9.32,IMCO,AB,2017/2044(BUD),BUD,BUD,AVI,IMCO,IMCO
17.85,9.73,EMPL,AM,2017/2044(BUD),BUD,BUD,AVI,EMPL,EMPL
2.87,2.72,INTA,AB,2017/2044(BUD),BUD,BUD,AVI,INTA,INTA
14.0,24.01,AFET,AB,2017/2044(BUD),BUD,BUD,AVI,AFET,AFET
13.66,8.4,AFET,AB,2017/2044(BUD),BUD,BUD,AVI,AFET,AFET
10.48,6.35,INTA,AM,2017/2044(BUD),BUD,BUD,AVI,INTA,INTA
3.61,1.84,PECH,AM,2017/2044(BUD),BUD,BUD,AVI,PECH,PECH
1.15,0.99,DEVE,PA,2017/2044(BUD),BUD,BUD,AVI,DEVE,DEVE
25.66,17.88,DEVE,AB,2017/2044(BUD),BUD,BUD,AVI,DEVE,DEVE
0.42,0.1,ECON,AB,2017/2044(BUD),BUD,BUD,AVI,ECON,ECON
21.63,10.86,LIBE,AM,2017/2044(BUD),BUD,BUD,AVI,LIBE,LIBE
19.11,9.39,ECON,AM,2017/2044(BUD),BUD,BUD,AVI,ECON,ECON
19.66,9.93,AGRI,AM,2017/2044(BUD),BUD,BUD,AVI,AGRI,AGRI
7.43,5.8,PECH,AB,2017/2044(BUD),BUD,BUD,AVI,PECH,PECH
18.16,16.73,TRAN,AB,2017/2044(BUD),BUD,BUD,AVI,TRAN,TRAN
1.21,0.57,ECON,AB,2017/2044(BUD),BUD,BUD,AVI,ECON,ECON
9.09,7.01,ECON,AB,2017/2044(BUD),BUD,BUD,AVI,ECON,ECON
17.55,14.47,LIBE,AB,2017/2044(BUD),BUD,BUD,AVI,LIBE,LIBE
50.64,40.58,ENVI,AB,2017/2044(BUD),BUD,BUD,AVI,ENVI,ENVI
35.34,30.69,EMPL,AB,2017/2044(BUD),BUD,BUD,AVI,EMPL,EMPL
2.83,1.51,PECH,AD,2017/2044(BUD),BUD,BUD,AVI,PECH,PECH
6.08,3.74,AFET,AD,2017/2044(BUD),BUD,BUD,AVI,AFET,AFET
2.82,2.78,LIBE,LT,2017/2044(BUD),BUD,BUD,AVI,LIBE,LIBE
13.4,6.73,CONT,AM,2017/2044(BUD),BUD,BUD,AVI,CONT,CONT
30.87,28.29,CULT,AB,2017/2044(BUD),BUD,BUD,AVI,CULT,CULT
4.45,2.72,DEVE,AD,2017/2044(BUD),BUD,BUD,AVI,DEVE,DEVE
16.59,11.86,REGI,AB,2017/2044(BUD),BUD,BUD,AVI,REGI,REGI
5.27,3.02,ECON,AD,2017/2044(BUD),BUD,BUD,AVI,ECON,ECON
10.46,6.0,TRAN,AD,2017/2044(BUD),BUD,BUD,AVI,TRAN,TRAN
4.78,3.07,ITRE,AD,2017/2044(BUD),BUD,BUD,AVI,ITRE,ITRE
1.45,1.27,ENVI,PA,2017/2044(BUD),BUD,BUD,AVI,ENVI,ENVI
1.48,0.47,ENVI,PA,2017/2044(BUD),BUD,BUD,AVI,ENVI,ENVI
2.33,0.99,AFCO,AM,2017/2044(BUD),BUD,BUD,AVI,AFCO,AFCO
58.29,52.62,ITRE,AB,2017/2044(BUD),BUD,BUD,AVI,ITRE,ITRE
1.5,1.05,INTA,PA,2017/2044(BUD),BUD,BUD,AVI,INTA,INTA
11.94,10.55,AFCO,AB,2017/2044(BUD),BUD,BUD,AVI,AFCO,AFCO
9.63,5.48,ITRE,AM,2017/2044(BUD),BUD,BUD,AVI,ITRE,ITRE
11.28,5.96,DEVE,AM,2017/2044(BUD),BUD,BUD,AVI,DEVE,DEVE
17.58,8.76,DG1-DEPOT,RR,2017/2044(BUD),BUD,BUD,MAIN,BUDE,BUDE
1.66,1.52,ECR,NR,2017/2044(BUD),BUD,BUD,MAIN,BUDE,BUDE
1.52,1.44,ECR,NR,2017/2035(INI),OUTDEC,INI,MAIN,AFET,AFET
1.66,1.36,INTA,PA,2017/2035(INI),OUTDEC,INI,AVI,INTA,INTA
7.87,7.03,AFET,PR,2017/2035(INI),OUTDEC,INI,MAIN,AFET,AFET
4.12,2.94,INTA,AD,2017/2035(INI),OUTDEC,INI,AVI,INTA,INTA
48.25,26.57,AFET,AM,2017/2035(INI),OUTDEC,INI,MAIN,AFET,AFET
10.57,5.82,INTA,AM,2017/2035(INI),OUTDEC,INI,AVI,INTA,INTA
24.42,13.46,DG1-DEPOT,RR,2017/2035(INI),OUTDEC,INI,MAIN,AFET,AFET
3.4,1.91,DG1-DEPOT,RR,2017/0152(NLE),CNPE,NLE,MAIN,LIBE,LIBE
3.4,1.92,DG1-DEPOT,RR,2017/0152(NLE),CNPE,NLE,MAIN,LIBE,LIBE
0.59,0.43,ECR,DV,2017/0152(NLE),CNPE,NLE,MAIN,LIBE,LIBE
1.88,0.73,LIBE,PR,2017/0152(NLE),CNPE,NLE,MAIN,LIBE,LIBE
4.29,3.45,ECON,RE,2017/2602(DEA),DEAEX,DEA,MAIN,ECON,ECON
1.62,1.45,ENVI,PA,2017/2084(INI),INIT,INI,AVI,ENVI,ENVI
22.02,10.77,ENVI,AM,2017/2084(INI),INIT,INI,AVI,ENVI,ENVI
13.0,11.81,ITRE,PR,2017/2084(INI),INIT,INI,MAIN,ITRE,ITRE
1.57,1.33,TRAN,PA,2017/2084(INI),INIT,INI,AVI,TRAN,TRAN
1.31,1.08,REGI,PA,2017/2084(INI),INIT,INI,AVI,REGI,REGI
27.14,15.4,TRAN,AM,2017/2084(INI),INIT,INI,MAIN,ITRE,ITRE
1.49,1.17,ECR,NR,2017/2084(INI),INIT,INI,MAIN,ITRE,ITRE
53.66,43.21,DG1-DEPOT,RR,2017/2084(INI),INIT,INI,MAIN,ITRE,ITRE
19.75,12.22,REGI,AM,2017/2084(INI),INIT,INI,AVI,REGI,REGI
92.84,53.0,ITRE,AM,2017/2084(INI),INIT,INI,MAIN,ITRE,ITRE
7.17,6.04,REGI,AD,2017/2084(INI),INIT,INI,AVI,REGI,REGI
7.01,5.43,TRAN,AD,2017/2084(INI),INIT,INI,AVI,TRAN,TRAN
6.86,3.82,ENVI,AD,2017/2084(INI),INIT,INI,AVI,ENVI,ENVI
1.42,1.18,AFET,PA,2017/2086(INI),INIT,INI,AVI,AFET,AFET
22.22,12.73,DEVE,AM,2017/2086(INI),INIT,INI,AVI,DEVE,DEVE
8.38,7.31,FEMM,PR,2017/2086(INI),INIT,INI,MAIN,FEMM,FEMM
1.64,1.43,DEVE,PA,2017/2086(INI),INIT,INI,AVI,DEVE,DEVE
8.42,6.54,DEVE,AD,2017/2086(INI),INIT,INI,AVI,DEVE,DEVE
70.5,48.54,FEMM,AM,2017/2086(INI),INIT,INI,MAIN,FEMM,FEMM
33.3,20.43,DG1-DEPOT,RR,2017/2086(INI),INIT,INI,MAIN,FEMM,FEMM
19.36,11.87,AFET,AM,2017/2086(INI),INIT,INI,AVI,AFET,AFET
1.37,1.23,ECR,NR,2017/2086(INI),INIT,INI,MAIN,FEMM,FEMM
6.36,4.67,AFET,AD,2017/2086(INI),INIT,INI,AVI,AFET,AFET
3.53,2.58,PRES-LEGACT,PF,2017/0163(COD),LEG,COD,MAIN,CULT,CULT
1.61,1.34,PPE,NT,2017/0163(COD),LEG,COD,MAIN,CULT,CULT
5.18,2.98,DG1-DEPOT,RR,2017/0163(COD),LEG,COD,MAIN,CULT,CULT
2.9,2.07,ITRE,PR,2017/0200(NLE),APPE,NLE,MAIN,ITRE,ITRE
4.44,2.01,DG1-DEPOT,RR,2017/0200(NLE),APPE,NLE,MAIN,ITRE,ITRE
37.34,13.13,ECON,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
38.2,16.82,ECON,PR,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
150.67,57.16,ECON,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
19.6,6.5,JURI,AD,2016/0337(CNS),LEG,CNS,AVI,JURI,JURI
22.44,8.84,JURI,AM,2016/0337(CNS),LEG,CNS,AVI,JURI,JURI
15.04,8.01,JURI,PA,2016/0337(CNS),LEG,CNS,AVI,JURI,JURI
0.18,0.08,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
1.31,0.77,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
0.19,0.09,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
1.95,0.73,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
0.51,0.42,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
2.65,1.34,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
0.56,0.26,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
0.45,0.29,DG1,AM,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
73.96,24.81,DG1-DEPOT,RR,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
1.79,1.52,PPE,NT,2016/0337(CNS),LEG,CNS,MAIN,ECON,ECON
4.65,4.09,LIBE,AM,2017/2149(DEC),DISCH,DEC,AVI,LIBE,LIBE
1.77,1.35,LIBE,PA,2017/2149(DEC),DISCH,DEC,AVI,LIBE,LIBE
10.59,7.47,CONT,PR,2017/2149(DEC),DISCH,DEC,MAIN,CONT,CONT
3.26,2.14,LIBE,AD,2017/2149(DEC),DISCH,DEC,AVI,LIBE,LIBE
3.89,1.36,CONT,AM,2017/2149(DEC),DISCH,DEC,MAIN,CONT,CONT
14.62,4.97,DG1-DEPOT,RR,2017/2149(DEC),DISCH,DEC,MAIN,CONT,CONT
8.97,5.99,CONT,PR,2017/2156(DEC),DISCH,DEC,MAIN,CONT,CONT
2.16,1.28,EMPL,AM,2017/2156(DEC),DISCH,DEC,AVI,EMPL,EMPL
3.55,1.35,CONT,AM,2017/2156(DEC),DISCH,DEC,MAIN,CONT,CONT
13.45,4.68,DG1-DEPOT,RR,2017/2156(DEC),DISCH,DEC,MAIN,CONT,CONT
3.17,2.43,EMPL,AD,2017/2156(DEC),DISCH,DEC,AVI,EMPL,EMPL
1.44,1.17,EMPL,PA,2017/2156(DEC),DISCH,DEC,AVI,EMPL,EMPL
3.58,2.68,BUDG,PR,2017/2135(BUD),BUD,BUD,MAIN,BUDG,BUDG
4.5,1.9,DG1-DEPOT,RR,2017/2135(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.86,2.06,ITRE,PR,2017/0199(NLE),APPE,NLE,MAIN,ITRE,ITRE
4.39,1.99,DG1-DEPOT,RR,2017/0199(NLE),APPE,NLE,MAIN,ITRE,ITRE
2.97,2.07,ITRE,PR,2017/0197(NLE),APPE,NLE,MAIN,ITRE,ITRE
4.5,2.08,DG1-DEPOT,RR,2017/0197(NLE),APPE,NLE,MAIN,ITRE,ITRE
2.96,1.04,ITRE,PR,2017/0196(NLE),APPE,NLE,MAIN,ITRE,ITRE
4.4,2.01,DG1-DEPOT,RR,2017/0196(NLE),APPE,NLE,MAIN,ITRE,ITRE
94.63,53.89,DEVE,AM,2017/2083(INI),INIT,INI,MAIN,DEVE,DEVE
8.98,8.1,DEVE,PR,2017/2083(INI),INIT,INI,MAIN,DEVE,DEVE
28.1,17.91,LIBE,AM,2017/2083(INI),INIT,INI,AVI,LIBE,LIBE
7.79,5.55,LIBE,AD,2017/2083(INI),INIT,INI,AVI,LIBE,LIBE
1.51,1.26,INTA,PA,2017/2083(INI),INIT,INI,AVI,INTA,INTA
2.62,2.22,PPE,DV,2017/2083(INI),INIT,INI,MAIN,DEVE,DEVE
40.08,25.0,AFET,AM,2017/2083(INI),INIT,INI,AVI,AFET,AFET
1.59,1.35,LIBE,PA,2017/2083(INI),INIT,INI,AVI,LIBE,LIBE
1.61,1.38,AFET,PA,2017/2083(INI),INIT,INI,AVI,AFET,AFET
24.42,15.13,INTA,AM,2017/2083(INI),INIT,INI,AVI,INTA,INTA
13.45,10.57,AFET,AD,2017/2083(INI),INIT,INI,AVI,AFET,AFET
7.84,6.32,INTA,AD,2017/2083(INI),INIT,INI,AVI,INTA,INTA
53.05,27.47,DG1-DEPOT,RR,2017/2083(INI),INIT,INI,MAIN,DEVE,DEVE
2.84,1.51,LIBE,PR,2017/0073(NLE),CNPE,NLE,MAIN,LIBE,LIBE
3.92,1.76,DG1-DEPOT,RR,2017/0073(NLE),CNPE,NLE,MAIN,LIBE,LIBE
4.25,3.88,AGRI,RE,2017/2571(DEA),DEAEX,DEA,MAIN,AGRI,AGRI
6.83,4.45,TRAN,PR,2013/0014(COD),LEG,COD,MAIN,TRAN,TRAN
0.71,0.48,TRAN,AM,2013/0014(COD),LEG,COD,MAIN,TRAN,TRAN
1.48,1.04,PPE,NR,2013/0014(COD),LEG,COD,MAIN,TRAN,TRAN
27.47,12.66,DG1-DEPOT,RR,2017/2066(INI),INIT,INI,MAIN,ECON,ECON
8.58,6.88,ECON,PR,2017/2066(INI),INIT,INI,MAIN,ECON,ECON
1.64,1.43,IMCO,PA,2017/2066(INI),INIT,INI,AVI,IMCO,IMCO
59.57,29.03,ECON,AM,2017/2066(INI),INIT,INI,MAIN,ECON,ECON
6.57,4.72,IMCO,AD,2017/2066(INI),INIT,INI,AVI,IMCO,IMCO
0.97,0.84,ECR,DV,2017/2066(INI),INIT,INI,MAIN,ECON,ECON
21.94,12.82,IMCO,AM,2017/2066(INI),INIT,INI,AVI,IMCO,IMCO
5.66,1.64,TRAD-DAS,PA,2014/0094(COD),RCST,COD,AVI,TRAN,TRAN
109.82,55.41,LIBE,AM,2014/0094(COD),RCST,COD,MAIN,LIBE,LIBE
14.08,7.22,TRAN,AM,2014/0094(COD),RCST,COD,AVI,TRAN,TRAN
14.13,7.2,TRAN,AM,2014/0094(COD),RCST,COD,AVI,TRAN,TRAN
18.02,7.36,TRAN,AD,2014/0094(COD),RCST,COD,AVI,TRAN,TRAN
10.19,5.9,EMPL,AM,2015/2059(INI),IMPL,INI,AVI,EMPL,EMPL
1.33,1.15,EMPL,PA,2015/2059(INI),IMPL,INI,AVI,EMPL,EMPL
3.9,2.74,EMPL,AD,2015/2059(INI),IMPL,INI,AVI,EMPL,EMPL
17.98,12.6,INTA,AM,2015/2059(INI),IMPL,INI,MAIN,INTA,INTA
5.47,4.79,INTA,PR,2015/2059(INI),IMPL,INI,MAIN,INTA,INTA
19.48,12.25,ITRE,PR,2015/0239(COD),LEG,COD,MAIN,ITRE,ITRE
32.17,16.79,ITRE,AM,2015/0239(COD),LEG,COD,MAIN,ITRE,ITRE
85.51,35.73,PRES-LEGACT,PF,2014/0136(COD),LEG,COD,MAIN,IMCO,IMCO
45.03,18.84,LIBE,AM,2016/0105(COD),LEG,COD,MAIN,LIBE,LIBE
0.37,0.24,DG1,AM,2016/0105(COD),LEG,COD,MAIN,LIBE,LIBE
10.48,4.7,LIBE,PR,2016/0105(COD),LEG,COD,MAIN,LIBE,LIBE
2.54,2.27,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
7.28,6.71,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
10.6,10.22,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
8.33,7.49,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
7.02,6.4,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
15.14,14.68,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
13.14,12.63,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
3.82,1.44,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
7.06,6.41,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
16.85,15.81,EMIS,PR,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
8.1,7.95,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
111.04,55.69,EMIS,AM,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
3.3,3.05,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
6.49,6.23,EMIS,DT,2016/2215(INI),ENQCOM,INI,MAIN,EMIS,EMIS
131.84,53.07,IMCO,AM,2016/0148(COD),LEG,COD,MAIN,IMCO,IMCO
2.42,2.28,PPE,NT,2016/0148(COD),LEG,COD,MAIN,IMCO,IMCO
35.33,13.09,JURI,AD,2016/0148(COD),LEG,COD,AVI,JURI,JURI
67.74,25.68,JURI,AM,2016/0148(COD),LEG,COD,AVI,JURI,JURI
8.89,4.44,JURI,PA,2016/0148(COD),LEG,COD,AVI,JURI,JURI
4.16,2.35,DG1,AM,2016/0148(COD),LEG,COD,MAIN,IMCO,IMCO
3.12,1.32,DG1,AM,2016/0148(COD),LEG,COD,MAIN,IMCO,IMCO
1.72,0.59,JURI,AM,2016/0170(COD),LEG,COD,AVI,JURI,JURI
1.72,0.55,JURI,AM,2016/0170(COD),LEG,COD,AVI,JURI,JURI
15.2,10.39,TRAN,PR,2016/0170(COD),LEG,COD,MAIN,TRAN,TRAN
24.68,11.19,TRAN,AM,2016/0170(COD),LEG,COD,MAIN,TRAN,TRAN
4.1,1.95,JURI,AD,2016/0170(COD),LEG,COD,AVI,JURI,JURI
3.12,2.94,JURI,PA,2016/0170(COD),LEG,COD,AVI,JURI,JURI
15.16,7.31,CULT,AM,2016/0186(COD),LEG,COD,MAIN,CULT,CULT
4.41,2.34,PRES-LEGACT,PF,2016/0186(COD),LEG,COD,MAIN,CULT,CULT
5.29,2.44,CULT,PR,2016/0186(COD),LEG,COD,MAIN,CULT,CULT
130.62,70.34,ITRE,AM,2016/2271(INI),INIT,INI,MAIN,ITRE,ITRE
4.55,3.22,CULT,AD,2016/2271(INI),INIT,INI,AVI,CULT,CULT
