GROSS_SPA,NET_SPA,REQUESTER_CODE,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
1.17,1.03,ECR,NR,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
15.71,9.21,DG1-DEPOT,RR,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
1.72,1.54,PPE,NT,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
37.11,23.67,PECH,AM,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
37.12,22.63,PECH,AM,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
8.1,7.04,PECH,PR,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
11.87,9.36,EMPL,AD,2016/2237(INL),TRINI,INL,AHE,EMPL,EMPL
42.76,19.44,DG1-DEPOT,RR,2016/2237(INL),TRINI,INL,MHE,JURI,JURI
31.91,21.74,EMPL,AM,2016/2237(INL),TRINI,INL,AHE,EMPL,EMPL
17.21,15.38,JURI,PR,2016/2237(INL),TRINI,INL,MHE,JURI,JURI
88.5,40.07,JURI,AM,2016/2237(INL),TRINI,INL,MHE,JURI,JURI
1.54,1.29,EMPL,PA,2016/2237(INL),TRINI,INL,AHE,EMPL,EMPL
4.65,2.83,ENVI,PA,2016/0404(COD),LEG,COD,AVI,ENVI,ENVI
75.35,31.44,ENVI,AM,2016/0404(COD),LEG,COD,AVI,ENVI,ENVI
34.13,14.36,JURI,AM,2016/0404(COD),LEG,COD,AVI,JURI,JURI
32.53,12.55,JURI,AM,2016/0404(COD),LEG,COD,AVI,JURI,JURI
3.01,2.76,EMPL,PA,2016/0404(COD),LEG,COD,AVI,EMPL,EMPL
41.36,25.8,IMCO,PR,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
143.58,60.58,EMPL,AM,2016/0404(COD),LEG,COD,AVI,EMPL,EMPL
152.55,70.83,IMCO,AM,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
5.37,5.22,IMCO,DT,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
18.86,9.18,JURI,PA,2016/0404(COD),LEG,COD,AVI,JURI,JURI
1.08,0.94,ECR,NR,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
23.7,13.82,PRES-LEGACT,PF,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
62.44,25.25,DG1-DEPOT,RR,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
11.34,5.81,DG1,ER,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
175.24,73.53,EMPL,AM,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
18.39,7.81,JURI,PA,2017/0355(COD),LEG,COD,AVI,JURI,JURI
41.38,23.09,EMPL,PR,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
101.07,45.89,EMPL,AM,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
6.42,2.74,FEMM,PA,2017/0355(COD),LEG,COD,AVI,FEMM,FEMM
100.85,50.18,EMPL,AM,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
93.12,37.45,JURI,AM,2017/0355(COD),LEG,COD,AVI,JURI,JURI
55.53,23.64,FEMM,AM,2017/0355(COD),LEG,COD,AVI,FEMM,FEMM
3.11,2.55,JURI,NP,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
10.19,3.69,FEMM,AD,2017/0355(COD),LEG,COD,AVI,FEMM,FEMM
120.74,40.18,DG1-DEPOT,RR,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
47.54,15.75,JURI,AD,2017/0355(COD),LEG,COD,AVI,JURI,JURI
1.22,1.01,ECR,NR,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
18.97,13.97,ENVI,PA,2018/0012(COD),LEG,COD,AHE,ENVI,ENVI
18.93,9.4,PECH,AM,2018/0012(COD),LEG,COD,AVI,PECH,PECH
17.45,10.34,TRAN,PR,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
50.24,26.12,ENVI,AM,2018/0012(COD),LEG,COD,AHE,ENVI,ENVI
9.41,5.94,PECH,PA,2018/0012(COD),LEG,COD,AVI,PECH,PECH
15.15,6.62,PECH,AD,2018/0012(COD),LEG,COD,AVI,PECH,PECH
30.46,11.09,ENVI,AD,2018/0012(COD),LEG,COD,AHE,ENVI,ENVI
111.17,53.69,TRAN,AM,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
1.6,1.0,PPE,NT,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
96.04,28.6,DG1-DEPOT,RR,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
1.93,1.09,DEVE,AM,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
32.91,16.0,DEVE,AM,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
1.38,1.32,DEVE,QO,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
1.41,1.34,DEVE,QO,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
7.4,5.35,DEVE,RE,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
7.4,1.8,DEVE,RE,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
23.68,13.24,ECON,PR,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
24.34,10.31,ECON,AM,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
120.25,64.07,ECON,AM,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
86.37,27.79,DG1-DEPOT,RR,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
1.05,0.92,ECR,NR,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
6.78,4.42,FEMM,AD,2017/2270(INL),TRINI,INL,AVI,FEMM,FEMM
60.47,30.35,LIBE,AM,2017/2270(INL),TRINI,INL,MAIN,LIBE,LIBE
20.15,13.21,FEMM,AM,2017/2270(INL),TRINI,INL,AVI,FEMM,FEMM
14.46,13.32,LIBE,PR,2017/2270(INL),TRINI,INL,MAIN,LIBE,LIBE
1.6,1.37,FEMM,PA,2017/2270(INL),TRINI,INL,AVI,FEMM,FEMM
24.97,10.99,DG1-DEPOT,RR,2017/2270(INL),TRINI,INL,MAIN,LIBE,LIBE
10.41,9.52,JURI,PR,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
2.48,2.43,JURI,DT,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
2.32,2.27,JURI,DT,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
24.36,12.21,JURI,AM,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
13.58,6.54,DG1-DEPOT,RR,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
8.88,4.99,BUDG,PA,2015/0277(COD),LEG,COD,AVI,BUDG,BUDG
106.15,51.52,TRAN,AM,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
106.99,45.89,TRAN,PR,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
153.88,67.58,TRAN,AM,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
143.94,62.22,TRAN,AM,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
26.56,10.05,BUDG,AM,2015/0277(COD),LEG,COD,AVI,BUDG,BUDG
2.01,1.82,ECR,NT,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
117.45,46.82,REGI,AM,2017/0102(COD),LEG,COD,AVI,REGI,REGI
12.42,8.07,BUDG,PA,2017/0102(COD),LEG,COD,AVI,BUDG,BUDG
23.6,12.52,EMPL,PA,2017/0102(COD),LEG,COD,AHE,EMPL,EMPL
59.23,30.48,ENVI,AM,2017/0102(COD),LEG,COD,AHE,ENVI,ENVI
23.47,12.74,ENVI,PA,2017/0102(COD),LEG,COD,AHE,ENVI,ENVI
45.16,18.83,AGRI,AM,2017/0102(COD),LEG,COD,MHE,CULT,CULT
11.39,6.03,REGI,PA,2017/0102(COD),LEG,COD,AVI,REGI,REGI
62.93,27.25,CULT,PR,2017/0102(COD),LEG,COD,MHE,CULT,CULT
34.67,13.8,ENVI,AD,2017/0102(COD),LEG,COD,AHE,ENVI,ENVI
17.87,7.7,BUDG,AD,2017/0102(COD),LEG,COD,AVI,BUDG,BUDG
248.12,83.8,DG1-DEPOT,RR,2017/0102(COD),LEG,COD,MHE,CULT,CULT
14.71,7.33,BUDG,AM,2017/0102(COD),LEG,COD,AVI,BUDG,BUDG
22.82,7.84,AGRI,AD,2017/0102(COD),LEG,COD,AVI,AGRI,AGRI
157.24,64.05,EMPL,AM,2017/0102(COD),LEG,COD,AHE,EMPL,EMPL
185.63,74.54,CULT,AM,2017/0102(COD),LEG,COD,MHE,CULT,CULT
126.02,57.75,CULT,AM,2017/0102(COD),LEG,COD,MHE,CULT,CULT
46.25,16.94,REGI,AD,2017/0102(COD),LEG,COD,AVI,REGI,REGI
43.06,17.44,EMPL,AD,2017/0102(COD),LEG,COD,AHE,EMPL,EMPL
19.23,13.05,AFET,PA,2017/0125(COD),LEG,COD,AHE,AFET,AFET
1.21,0.81,ECR,NR,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
114.37,36.84,DG1-DEPOT,RR,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
93.82,53.33,BUDG,AM,2017/0125(COD),LEG,COD,AHE,BUDG,BUDG
171.68,77.55,AFET,AM,2017/0125(COD),LEG,COD,AHE,AFET,AFET
146.53,66.95,ITRE,AM,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
93.48,48.1,ITRE,AM,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
8.11,4.17,BUDG,PA,2017/0125(COD),LEG,COD,AHE,BUDG,BUDG
119.93,55.14,IMCO,AM,2017/0125(COD),LEG,COD,AVI,IMCO,IMCO
23.82,13.34,IMCO,PA,2017/0125(COD),LEG,COD,AVI,IMCO,IMCO
25.36,14.9,ITRE,PR,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
35.66,16.14,AFET,AD,2017/0125(COD),LEG,COD,AHE,AFET,AFET
17.9,6.17,BUDG,AD,2017/0125(COD),LEG,COD,AHE,BUDG,BUDG
26.5,12.35,IMCO,AD,2017/0125(COD),LEG,COD,AVI,IMCO,IMCO
5.08,4.73,PPE,NT,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
3.38,2.32,BUDG,PR,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
5.73,1.89,DG1-DEPOT,RR,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.68,1.11,BUDG,AM,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.82,1.77,AFET,LT,2018/2072(BUD),BUD,BUD,AVI,AFET,AFET
1.17,0.99,ECR,NR,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.86,0.61,LIBE,PR,2018/0806(CNS),LEG,CNS,MAIN,LIBE,LIBE
2.08,0.66,DG1-DEPOT,RR,2018/0806(CNS),LEG,CNS,MAIN,LIBE,LIBE
20.96,10.63,PECH,PR,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
15.36,6.45,ENVI,AM,2018/0109(COD),LEG,COD,AVI,ENVI,ENVI
3.76,1.98,ENVI,AD,2018/0109(COD),LEG,COD,AVI,ENVI,ENVI
28.29,11.1,PECH,AM,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
0.99,0.58,ECR,NR,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
26.39,8.3,DG1-DEPOT,RR,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
0.99,0.52,AFCO,AM,2015/0907(APP),LEG,APP,MAIN,AFCO,AFCO
4.67,1.69,DG1-DEPOT,RR,2015/0907(APP),LEG,APP,MAIN,AFCO,AFCO
3.78,3.04,AFCO,PR,2015/0907(APP),LEG,APP,MAIN,AFCO,AFCO
103.01,61.81,FEMM,AM,2018/2077(INI),STINI,INI,MAIN,FEMM,FEMM
1.57,1.4,PPE,NT,2018/2077(INI),STINI,INI,MAIN,FEMM,FEMM
33.45,22.38,DG1-DEPOT,RR,2018/2077(INI),STINI,INI,MAIN,FEMM,FEMM
2.79,1.84,ITRE,PR,2018/0036(NLE),APPE,NLE,MAIN,ITRE,ITRE
4.1,1.86,DG1-DEPOT,RR,2018/0036(NLE),APPE,NLE,MAIN,ITRE,ITRE
0.6,0.27,ITRE,AM,2018/0036(NLE),APPE,NLE,MAIN,ITRE,ITRE
0.61,0.3,DG1,AM,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
0.58,0.25,DG1,AM,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
4.67,2.28,CONT,AM,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
5.22,2.69,CONT,PR,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
5.77,4.05,CONT,PR,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
7.43,4.3,CONT,AM,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
8.86,3.97,DG1-DEPOT,RR,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
6.71,2.81,DG1-DEPOT,RR,2017/2138(DEC),DISCH,DEC,MAIN,CONT,CONT
45.92,21.34,DEVE,AM,2018/2081(INI),INIT,INI,MAIN,DEVE,DEVE
7.41,6.73,DEVE,PR,2018/2081(INI),INIT,INI,MAIN,DEVE,DEVE
1.79,1.56,PPE,DV,2018/2081(INI),INIT,INI,MAIN,DEVE,DEVE
14.8,9.41,DG1-DEPOT,RR,2018/2081(INI),INIT,INI,MAIN,DEVE,DEVE
9.27,5.0,ECON,PR,2016/0361(COD),LEG,COD,MAIN,ECON,ECON
36.39,13.79,DG1-DEPOT,RR,2016/0361(COD),LEG,COD,MAIN,ECON,ECON
108.07,52.56,ECON,AM,2016/0361(COD),LEG,COD,MAIN,ECON,ECON
6.54,3.16,CONT,PA,2013/0256(COD),LEG,COD,AVI,CONT,CONT
55.1,14.65,JURI,AM,2013/0256(COD),LEG,COD,AVI,JURI,JURI
55.1,18.89,JURI,AM,2013/0256(COD),LEG,COD,AVI,JURI,JURI
38.56,15.49,CONT,AM,2013/0256(COD),LEG,COD,AVI,CONT,CONT
19.12,6.58,CONT,AD,2013/0256(COD),LEG,COD,AVI,CONT,CONT
28.2,8.29,JURI,AD,2013/0256(COD),LEG,COD,AVI,JURI,JURI
22.85,14.06,JURI,PA,2013/0256(COD),LEG,COD,AVI,JURI,JURI
17.82,11.59,ECON,PR,2016/0362(COD),LEG,COD,MAIN,ECON,ECON
74.51,26.96,DG1-DEPOT,RR,2016/0362(COD),LEG,COD,MAIN,ECON,ECON
142.01,75.67,ECON,AM,2016/0362(COD),LEG,COD,MAIN,ECON,ECON
118.25,57.36,ECON,AM,2016/0362(COD),LEG,COD,MAIN,ECON,ECON
36.6,18.85,ECON,AM,2016/0362(COD),LEG,COD,MAIN,ECON,ECON
2.16,1.91,PPE,NR,2014/0257(COD),LEG,COD,MAIN,ENVI,ENVI
79.1,28.37,AGRI,AD,2014/0257(COD),LEG,COD,AVI,AGRI,AGRI
7.49,2.73,ENVI,AM,2018/0065(COD),LEG,COD,AVI,ENVI,ENVI
4.42,1.95,ENVI,AD,2018/0065(COD),LEG,COD,AVI,ENVI,ENVI
1.1,0.97,ECR,NR,2018/0065(COD),LEG,COD,AVI,ENVI,ENVI
3.42,1.71,DG1-DEPOT,RR,2018/0118(NLE),CNPE,NLE,MAIN,LIBE,LIBE
2.05,0.7,LIBE,PR,2018/0118(NLE),CNPE,NLE,MAIN,LIBE,LIBE
68.75,29.76,ITRE,AM,2018/2545(RSP),RESQ,RSP,MAIN,ITRE,ITRE
71.44,30.83,ITRE,AM,2018/2545(RSP),RESQ,RSP,MAIN,ITRE,ITRE
5.57,5.2,ITRE,RE,2018/2545(RSP),RESQ,RSP,MAIN,ITRE,ITRE
29.72,12.15,LIBE,AM,2018/2092(INI),INIT,INI,MAIN,LIBE,LIBE
11.31,10.03,LIBE,PR,2018/2092(INI),INIT,INI,MAIN,LIBE,LIBE
14.79,6.04,DG1-DEPOT,RR,2018/2092(INI),INIT,INI,MAIN,LIBE,LIBE
52.29,49.13,TERR,PR,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
104.83,63.7,DG1-DEPOT,RR,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
1.98,1.51,PPE,NT,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
145.61,77.77,TERR,AM,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
147.85,75.37,TERR,AM,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
138.67,72.93,TERR,AM,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
36.55,19.47,TERR,AM,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
153.84,82.64,TERR,AM,2018/2044(INI),ENQCOM,INI,MAIN,TERR,TERR
7.08,6.55,JURI,CM,2018/2076(IMM),IMMU,IMM,MAIN,JURI,JURI
4.18,2.76,JURI,PR,2018/2076(IMM),IMMU,IMM,MAIN,JURI,JURI
4.4,2.91,DG1-DEPOT,RR,2018/2076(IMM),IMMU,IMM,MAIN,JURI,JURI
12.05,7.1,ENVI,AM,2018/2774(RSP),RESQ,RSP,MAIN,ENVI,ENVI
138.91,83.65,AFET,AM,2018/2146(INI),ANRE,INI,MAIN,AFET,AFET
9.46,2.26,AFET,PR,2018/2146(INI),ANRE,INI,MAIN,AFET,AFET
20.38,12.58,DG1-DEPOT,RR,2018/2146(INI),ANRE,INI,MAIN,AFET,AFET
90.37,51.97,AFET,AM,2018/2149(INI),ANRE,INI,MAIN,AFET,AFET
9.61,2.68,AFET,PR,2018/2149(INI),ANRE,INI,MAIN,AFET,AFET
18.23,10.88,DG1-DEPOT,RR,2018/2149(INI),ANRE,INI,MAIN,AFET,AFET
1.63,1.34,ENVI,PA,2018/2088(INI),INIT,INI,AVI,ENVI,ENVI
19.44,11.6,ENVI,AM,2018/2088(INI),INIT,INI,AVI,ENVI,ENVI
73.98,37.61,DG1-DEPOT,RR,2018/2088(INI),INIT,INI,MHE,ITRE,ITRE
1.63,1.42,PPE,NR,2018/2088(INI),INIT,INI,MHE,ITRE,ITRE
8.4,7.32,LIBE,AD,2018/2088(INI),INIT,INI,AHE,LIBE,LIBE
5.51,4.91,ITRE,PR,2018/2088(INI),INIT,INI,MHE,ITRE,ITRE
6.58,4.37,ENVI,AD,2018/2088(INI),INIT,INI,AVI,ENVI,ENVI
2.27,1.93,LIBE,PA,2018/2088(INI),INIT,INI,AHE,LIBE,LIBE
9.85,8.95,IMCO,AD,2018/2088(INI),INIT,INI,AHE,IMCO,IMCO
89.68,55.96,ITRE,AM,2018/2088(INI),INIT,INI,MHE,ITRE,ITRE
3.97,3.75,JURI,AL,2018/2088(INI),INIT,INI,AHE,JURI,JURI
1.49,1.21,IMCO,PA,2018/2108(INI),IMPL,INI,AHE,IMCO,IMCO
10.83,7.69,IMCO,AM,2018/2108(INI),IMPL,INI,AHE,IMCO,IMCO
6.86,5.35,IMCO,AD,2018/2108(INI),IMPL,INI,AHE,IMCO,IMCO
33.88,17.38,DG1-DEPOT,RR,2018/2108(INI),IMPL,INI,MHE,ENVI,ENVI
14.71,12.62,ENVI,PR,2018/2108(INI),IMPL,INI,MHE,ENVI,ENVI
55.37,30.06,ENVI,AM,2018/2108(INI),IMPL,INI,MHE,ENVI,ENVI
13.35,6.46,JURI,AL,2014/0255(COD),LEG,COD,OLB,JURI,JURI
1.39,0.61,PPE,NR,2014/0255(COD),LEG,COD,MAIN,AGRI,AGRI
0.97,0.92,ENVI,LT,2018/0172(COD),LEG,COD,MAIN,ENVI,ENVI
46.59,27.04,ENVI,AM,2018/0172(COD),LEG,COD,MAIN,ENVI,ENVI
141.16,76.9,ENVI,AM,2018/0172(COD),LEG,COD,MAIN,ENVI,ENVI
176.37,70.07,ENVI,AM,2018/0172(COD),LEG,COD,MAIN,ENVI,ENVI
64.4,24.81,PECH,AM,2018/0172(COD),LEG,COD,AVI,PECH,PECH
7.59,4.54,ITRE,PA,2018/0172(COD),LEG,COD,AVI,ITRE,ITRE
54.62,22.36,ECON,AM,2018/0172(COD),LEG,COD,AVI,ECON,ECON
99.16,52.66,AGRI,AM,2018/0172(COD),LEG,COD,AVI,AGRI,AGRI
133.47,62.47,ITRE,AM,2018/0172(COD),LEG,COD,AVI,ITRE,ITRE
18.69,7.64,ECON,PA,2018/0172(COD),LEG,COD,AVI,ECON,ECON
19.12,9.89,AGRI,PA,2018/0172(COD),LEG,COD,AVI,AGRI,AGRI
17.46,10.97,PECH,PA,2018/0172(COD),LEG,COD,AVI,PECH,PECH
41.03,26.52,ENVI,PR,2018/0172(COD),LEG,COD,MAIN,ENVI,ENVI
40.45,16.49,AGRI,AD,2018/0172(COD),LEG,COD,AVI,AGRI,AGRI
38.85,13.1,ITRE,AD,2018/0172(COD),LEG,COD,AVI,ITRE,ITRE
32.05,11.88,PECH,AD,2018/0172(COD),LEG,COD,AVI,PECH,PECH
197.8,66.12,DG1-DEPOT,RR,2018/0172(COD),LEG,COD,MAIN,ENVI,ENVI
21.94,7.24,ECON,AD,2018/0172(COD),LEG,COD,AVI,ECON,ECON
2.07,1.73,ECR,NT,2018/0172(COD),LEG,COD,MAIN,ENVI,ENVI
10.62,4.57,JURI,PA,2018/0205(COD),LEG,COD,AVI,JURI,JURI
4.47,2.07,AGRI,PA,2018/0205(COD),LEG,COD,AVI,AGRI,AGRI
15.75,6.39,JURI,AM,2018/0205(COD),LEG,COD,AVI,JURI,JURI
23.08,9.82,AGRI,AM,2018/0205(COD),LEG,COD,AVI,AGRI,AGRI
20.06,10.99,ENVI,PR,2018/0205(COD),LEG,COD,MAIN,ENVI,ENVI
35.64,13.09,ENVI,AM,2018/0205(COD),LEG,COD,MAIN,ENVI,ENVI
22.61,6.85,JURI,AD,2018/0205(COD),LEG,COD,AVI,JURI,JURI
70.86,20.56,DG1-DEPOT,RR,2018/0205(COD),LEG,COD,MAIN,ENVI,ENVI
1.44,1.17,PPE,NR,2018/0205(COD),LEG,COD,MAIN,ENVI,ENVI
16.48,5.55,AGRI,AD,2018/0205(COD),LEG,COD,AVI,AGRI,AGRI
132.99,68.99,ITRE,PR,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
107.94,43.97,AGRI,AM,2018/0225(COD),LEG,COD,AVI,AGRI,AGRI
5.44,1.69,BUDG,AM,2018/0225(COD),LEG,COD,AVI,BUDG,BUDG
82.29,38.3,TRAN,AM,2018/0225(COD),LEG,COD,AVI,TRAN,TRAN
11.19,8.98,TRAN,PA,2018/0225(COD),LEG,COD,AVI,TRAN,TRAN
31.61,26.42,AGRI,PA,2018/0225(COD),LEG,COD,AVI,AGRI,AGRI
22.51,17.9,ENVI,PA,2018/0225(COD),LEG,COD,AVI,ENVI,ENVI
9.19,4.06,BUDG,PA,2018/0225(COD),LEG,COD,AVI,BUDG,BUDG
94.8,42.94,ENVI,AM,2018/0225(COD),LEG,COD,AVI,ENVI,ENVI
52.56,17.46,AGRI,AD,2018/0225(COD),LEG,COD,AVI,AGRI,AGRI
39.42,15.51,DEVE,AD,2018/0225(COD),LEG,COD,AVI,DEVE,DEVE
40.45,16.65,CONT,AM,2018/0225(COD),LEG,COD,AVI,CONT,CONT
29.85,14.79,DEVE,PA,2018/0225(COD),LEG,COD,AVI,DEVE,DEVE
53.49,16.92,ENVI,AD,2018/0225(COD),LEG,COD,AVI,ENVI,ENVI
169.27,75.01,ITRE,AM,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
99.88,38.9,ITRE,AM,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
171.81,72.9,ITRE,AM,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
169.66,70.09,ITRE,AM,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
71.57,28.52,DEVE,AM,2018/0225(COD),LEG,COD,AVI,DEVE,DEVE
176.67,76.18,ITRE,AM,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
120.93,60.21,ITRE,AM,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
38.51,11.79,TRAN,AD,2018/0225(COD),LEG,COD,AVI,TRAN,TRAN
16.18,5.86,CONT,AD,2018/0225(COD),LEG,COD,AVI,CONT,CONT
10.33,2.88,BUDG,AD,2018/0225(COD),LEG,COD,AVI,BUDG,BUDG
5.39,3.08,CONT,PA,2018/0225(COD),LEG,COD,AVI,CONT,CONT
256.83,98.04,DG1-DEPOT,RR,2018/0225(COD),LEG,COD,MAIN,ITRE,ITRE
11.16,9.18,JURI,AL,2018/0225(COD),LEG,COD,OLB,JURI,JURI
9.1,7.76,AFET,PR,2018/2148(INI),ANRE,INI,MAIN,AFET,AFET
26.23,16.67,DG1-DEPOT,RR,2018/2148(INI),ANRE,INI,MAIN,AFET,AFET
110.62,47.9,AFET,AM,2018/2148(INI),ANRE,INI,MAIN,AFET,AFET
8.72,7.71,AFET,PR,2018/2156(INI),INIT,INI,MAIN,AFET,AFET
2.91,2.51,TRAN,PA,2018/2156(INI),INIT,INI,AVI,TRAN,TRAN
1.64,1.37,PPE,NT,2018/2156(INI),INIT,INI,MAIN,AFET,AFET
78.1,35.0,AFET,AM,2018/2156(INI),INIT,INI,MAIN,AFET,AFET
5.81,4.14,TRAN,AD,2018/2156(INI),INIT,INI,AVI,TRAN,TRAN
26.45,13.87,DG1-DEPOT,RR,2018/2156(INI),INIT,INI,MAIN,AFET,AFET
24.59,10.96,TRAN,AM,2018/2156(INI),INIT,INI,AVI,TRAN,TRAN
38.4,17.4,ECON,AM,2018/0135(CNS),LEG,CNS,AVI,ECON,ECON
6.78,3.67,ECON,PA,2018/0135(CNS),LEG,CNS,AVI,ECON,ECON
9.93,5.86,ECON,AD,2018/0135(CNS),LEG,CNS,AVI,ECON,ECON
21.12,13.05,BUDG,PR,2018/0135(CNS),LEG,CNS,MAIN,BUDG,BUDG
66.68,29.45,BUDG,AM,2018/0135(CNS),LEG,CNS,MAIN,BUDG,BUDG
2.94,2.42,ENVI,AL,2018/0135(CNS),LEG,CNS,AVI,ENVI,ENVI
4.66,4.34,CONT,AL,2018/0135(CNS),LEG,CNS,AVI,CONT,CONT
4.81,4.46,AFCO,AL,2018/0135(CNS),LEG,CNS,AVI,AFCO,AFCO
37.87,18.42,DG1-DEPOT,RR,2018/0135(CNS),LEG,CNS,MAIN,BUDG,BUDG
8.14,4.89,INTA,AM,2018/2102(INI),ANRE,INI,AVI,INTA,INTA
1.63,1.35,AGRI,PA,2018/2102(INI),ANRE,INI,AVI,AGRI,AGRI
1.43,1.12,INTA,PA,2018/2102(INI),ANRE,INI,AVI,INTA,INTA
5.16,3.32,INTA,AD,2018/2102(INI),ANRE,INI,AVI,INTA,INTA
33.69,21.42,AGRI,AM,2018/2102(INI),ANRE,INI,AVI,AGRI,AGRI
30.3,16.45,DG1-DEPOT,RR,2018/2102(INI),ANRE,INI,MAIN,ECON,ECON
10.04,7.36,AGRI,AD,2018/2102(INI),ANRE,INI,AVI,AGRI,AGRI
79.5,42.57,ECON,AM,2018/2102(INI),ANRE,INI,MAIN,ECON,ECON
5.14,4.22,ECON,PR,2018/2102(INI),ANRE,INI,MAIN,ECON,ECON
14.79,12.24,CULT,PR,2018/2091(INI),INIT,INI,MAIN,CULT,CULT
77.53,43.57,CULT,AM,2018/2091(INI),INIT,INI,MAIN,CULT,CULT
24.92,14.18,DG1-DEPOT,RR,2018/2091(INI),INIT,INI,MAIN,CULT,CULT
1.6,1.31,LIBE,PA,2018/2085(INI),INIT,INI,AHE,LIBE,LIBE
1.75,1.46,ITRE,PA,2018/2085(INI),INIT,INI,AHE,ITRE,ITRE
