"ID","DOC_TYPE","PROC_TYPE","DOSSIER_TYPE","GROSS_SPA","NET_SPA"
1162059,"AM","COD","CULT",88.9,43.98
1159089,"PR","COD","ITRE",34.08,24.68
1162864,"AM","COD","ITRE",131.41,63
1166805,"AD","COD","ENVI",11.91,3.95
1169641,"AD","COD","JURI",45.92,15.11
1167545,"AD","COD","TRAN",29.51,9.89
1162772,"PA","COD","LIBE",16.36,6.77
1168182,"AD","COD","LIBE",31.54,10.6
1166729,"AD","COD","BUDG",10.67,3.53
1164414,"AM","COD","IMCO",64.39,28.63
1165424,"AM","COD","BUDG",10.97,4.99
1165071,"AM","COD","ENVI",28.73,9.74
1166053,"AM","COD","LIBE",39.15,14.54
1163811,"AM","COD","TRAN",41.32,16.53
1167942,"AD","COD","IMCO",46.87,14.57
1165431,"AD","COD","CULT",38.32,13.38
1170470,"RR","COD","ITRE",85.64,29.58
1183147,"NR","COD","ITRE",2.3,2.13
1163057,"AM","COD","JURI",48.78,20.8
1226195,"PR","COD","ITRE",2.22,0.73
1228916,"RR","COD","ITRE",4.25,2.3
1162489,"AM","COD","ITRE",96.23,47.18
1162483,"AM","COD","ITRE",129.95,58.6
1160288,"PR","COD","ITRE",37.69,21.82
1160528,"AM","COD","AGRI",28.56,13.24
1158159,"PA","COD","AGRI",11.15,9.08
1160215,"PA","COD","TRAN",31.21,18.54
1164263,"AM","COD","BUDG",5.8,2.75
1159695,"PA","COD","BUDG",9.63,5.39
1166727,"AD","COD","ENVI",16.72,6.11
1165367,"AD","COD","TRAN",63.68,20.75
1162188,"AD","COD","AGRI",24.01,8.22
1163806,"AM","COD","ENVI",89.8,35.77
1164723,"AD","COD","BUDG",11.27,3.82
1170389,"RR","COD","ITRE",101.87,35.63
1163215,"AM","COD","TRAN",127.24,60.58
1226449,"PR","COD","ITRE",2.25,0.78
1228173,"NR","COD","ITRE",1.84,1.73
1230055,"RR","COD","ITRE",4.25,2.4
1159552,"PR","COD","IMCO",35.87,18.91
1175189,"RR","COD","IMCO",60.75,25.24
1163543,"AM","COD","IMCO",176.37,76.68
1167517,"AM","COD","IMCO",176.37,51.57
1165712,"AM","COD","IMCO",78.91,41.23
1167541,"AM","COD","IMCO",78.91,30.77
1163108,"AM","INI","ECON",70.83,38.36
1171398,"NR","INI","ECON",1.37,1.25
1158150,"PR","INI","ECON",5.51,5.15
1171238,"RR","INI","ECON",17.24,11.12
1162709,"AM","COD","ECON",91.94,33.09
1161004,"PR","COD","JURI",84.25,38.58
1158524,"PA","COD","EMPL",12.82,6.44
1158288,"PA","COD","ECON",51.77,21.42
1163675,"AM","COD","JURI",98.31,42.5
1163559,"AM","COD","JURI",146.4,58.84
1169158,"AD","COD","ECON",113.05,30.17
1163677,"AM","COD","JURI",99.06,45.26
1173572,"RR","COD","JURI",202.29,102.35
1164172,"AM","COD","EMPL",107.02,47.48
1168770,"AD","COD","EMPL",92.05,30.7
1163271,"AM","COD","EMPL",129.51,51.62
1162715,"AM","COD","ECON",140.17,70.51
1158760,"PR","COD","JURI",16.69,7.19
1171229,"RR","COD","JURI",41.14,15.59
1162856,"AM","COD","JURI",161.94,69
1161233,"PA","COD","BUDG",2.2,1.3
1161759,"PA","COD","EMPL",5.52,2.74
1167429,"PA","COD","REGI",10.45,4.68
1169156,"PA","COD","DEVE",25.33,12.81
1169123,"AD","COD","BUDG",8.88,2.7
1168354,"AM","COD","CULT",170.91,70.93
1163386,"PR","COD","CULT",27.87,14.88
1174686,"AD","COD","DEVE",40.08,14.57
1177216,"RR","COD","CULT",193.23,61.05
1165464,"AM","COD","BUDG",6.17,2.15
1163266,"AM","COD","EMPL",85.92,35.08
1174303,"AD","COD","REGI",25.63,8.83
1172149,"AM","COD","DEVE",54.14,21.65
1170497,"AD","COD","EMPL",37.28,14.17
1170504,"AM","COD","REGI",74.27,28.87
1231287,"RR","COD","CULT",5.55,1.89
1229508,"PR","COD","CULT",4.52,2.67
1163289,"PA","COD","JURI",8.55,3.22
1159264,"PA","COD","BUDG",4.17,2.53
1162134,"PA","COD","EMPL",19.15,9.88
1163850,"PA","COD","CULT",17.98,11.26
1164695,"AM","COD","BUDG",13.23,5.92
1166446,"AM","COD","CULT",126.14,49.3
1167448,"AM","COD","AFCO",43.07,16.48
1165272,"PR","COD","LIBE",51.77,29.78
1169826,"AD","COD","JURI",28.21,11.57
1166366,"PA","COD","AFCO",13.21,6.67
1165958,"AM","COD","JURI",74.74,33.27
1172563,"RR","COD","LIBE",77.16,30.89
1167491,"AM","COD","LIBE",97.06,40.28
1163322,"PA","COD","FEMM",7.41,4.12
1162539,"AM","COD","EMPL",72.06,27.15
1169763,"AD","COD","AFCO",37.16,11.45
1169841,"AD","COD","FEMM",26.13,9.06
1166082,"AM","COD","FEMM",60.81,24.12
1166737,"AD","COD","EMPL",33.66,11.74
1168903,"AD","COD","CULT",40.59,16.69
1170174,"AD","COD","BUDG",13.77,4.43
1228986,"PR","COD","LIBE",4,2.01
1230079,"RR","COD","LIBE",5.74,2.45
1162800,"PR","COD","LIBE",29.54,18.37
1163403,"AM","COD","FEMM",5.3,2.97
1165378,"AM","COD","LIBE",49.95,24.31
1164660,"AD","COD","FEMM",4,2.12
1171575,"RR","COD","LIBE",34.95,15.77
1162739,"PR","NLE","ITRE",17.3,11.43
1165441,"AM","NLE","ITRE",17.24,7.74
1171219,"NR","NLE","ITRE",1.26,0.81
1170616,"RR","NLE","ITRE",19.14,6.73
1164367,"AM","RSP","LIBE",42.57,36.94
1165405,"RE","RSP","LIBE",20.44,11.32
1163018,"RE","RSP","LIBE",15.11,13.98
1162570,"PR","INI","ITRE",4.61,3.65
1165419,"AM","INI","ITRE",11.03,7.44
1170168,"RR","INI","ITRE",7.55,3.4
1171227,"NR","INI","ITRE",1.63,1.1
1159392,"QO","RSP","ENVI",1.11,1.04
1159394,"RE","RSP","ENVI",6.19,5.6
1166229,"AM","RSP","ENVI",37.63,21.14
1162496,"PR","NLE","INTA",3.81,2.91
1172665,"RR","NLE","INTA",5.03,2.13
1177832,"RR","COD","ITRE",30.28,12.25
1158923,"PR","COD","ITRE",11.18,6.2
1163773,"AM","COD","ENVI",27.14,11.67
1168148,"AM","COD","ITRE",46.3,22.56
1169642,"AD","COD","ENVI",5.64,2.58
1204112,"RR","COD","ITRE",4.22,2.25
1200734,"PR","COD","ITRE",2.24,0.74
1164074,"PA","NLE","DEVE",2.72,2.18
1162827,"PR","NLE","INTA",5.74,4.96
1167934,"AM","NLE","DEVE",1.77,0.67
1169737,"NT","NLE","INTA",1.09,0.59
1168920,"AD","NLE","DEVE",1.49,0.92
1169943,"RR","NLE","INTA",8.33,3.13
1168262,"AM","NLE","INTA",0.97,0.66
1164694,"NT","BUD","BUDG",1.11,0.94
1168205,"RR","BUD","BUDG",7.93,2.41
1165676,"AL","BUD","REGI",1.09,0.91
1164589,"PR","BUD","BUDG",6.25,3.46
1164676,"PR","NLE","BUDG",6.35,5.17
1165493,"RR","NLE","BUDG",7.06,5.53
1164657,"PR","NLE","BUDG",2.52,1.57
1165495,"RR","NLE","BUDG",3.23,2.04
1167495,"AM","COD","JURI",36.84,17.12
1172793,"RR","COD","JURI",21.77,8.08
1164544,"PR","COD","JURI",12.2,6.2
1218613,"RR","COD","JURI",3.29,1.35
1217426,"PR","COD","JURI",2.24,0.76
1167521,"AM","COD","JURI",0.72,0.56
1173239,"RR","COD","JURI",37.45,12.17
1167520,"AM","COD","JURI",37.79,15.87
1164431,"PR","COD","JURI",26.73,16.1
1218609,"RR","COD","JURI",3.31,1.37
1217428,"PR","COD","JURI",2.24,0.77
1157636,"AD","INI","CULT",4.98,1.44
1162664,"PR","NLE","AFET",1.51,0.63
1175097,"RR","NLE","AFET",3.12,1.71
1166693,"RR","CNS","LIBE",2.11,0.7
1165448,"PR","CNS","LIBE",1.88,0.62
1163826,"PR","COD","TRAN",15.57,9.2
1174159,"RR","COD","TRAN",27.92,10.74
1166760,"AM","COD","TRAN",48.18,22.74
1175577,"RR","NLE","INTA",4.67,1.9
1162588,"PR","NLE","INTA",3.46,2.79
1168861,"AM","NLE","INTA",2.12,1.32
1175462,"RR","NLE","INTA",8.73,4.6
1162711,"PR","NLE","INTA",6.1,4.94
1168852,"AM","NLE","INTA",33.86,17.95
1126847,"PA","COD","AFET",2.85,1.61
1133457,"AM","COD","LIBE",70.43,31.55
1129893,"AD","COD","AFET",9.67,4.38
1128213,"AM","COD","AFET",41.37,13.95
1128831,"PR","COD","LIBE",17.67,8.1
1139079,"RR","COD","LIBE",33.16,12.15
1165097,"NT","COD","LIBE",1.81,1.5
1166790,"NT","BUD","BUDG",0.88,0.4
1168803,"LT","BUD","EMPL",2.68,2.18
1166611,"AL","BUD","REGI",0.89,0.47
1168179,"AM","BUD","BUDG",5.19,2.67
1169957,"RR","BUD","BUDG",15.49,5.58
1166622,"PR","BUD","BUDG",10.19,4.84
1170995,"AD","COD","INTA",11.77,4.32
1167439,"AM","COD","ENVI",13.43,5.31
1174268,"LT","COD","AGRI",3.01,2.94
1175306,"RR","COD","JURI",37.73,13.23
1169461,"AM","COD","INTA",10.65,4.32
1170597,"AD","COD","ENVI",2.06,1.48
1167387,"PA","COD","INTA",3.42,2.35
1170731,"PR","COD","JURI",15.04,9.71
1173305,"AM","COD","JURI",14.54,5.53
1166173,"AM","COD","CONT",6.91,3.23
1172644,"AM","COD","REGI",8.01,3.39
1168165,"PA","COD","REGI",5.35,3.09
1167628,"PA","COD","DEVE",10.08,6.23
1174338,"AD","COD","REGI",11.54,4.72
1167245,"PR","COD","AGRI",70.23,45.17
1168177,"PA","COD","ENVI",3.91,1.85
1170203,"AD","COD","CONT",5.4,2.34
1176523,"AD","COD","DEVE",15.3,5.51
1175401,"AD","COD","ENVI",25.55,8.5
1171814,"AM","COD","AGRI",132.67,75.14
1171815,"AM","COD","AGRI",125.45,72.99
1172157,"AM","COD","DEVE",15.76,7.26
1183604,"RR","COD","AGRI",297.41,88.35
1170676,"AM","COD","AGRI",125.6,67.77
1179998,"AM","COD","AGRI",150.67,55.37
1180164,"AM","COD","AGRI",41.71,12.92
1215184,"NT","COD","AGRI",2.17,1.95
1241597,"NT","COD","AGRI",0.75,0.6
1171189,"AM","COD","ENVI",58.63,29.2
1167241,"PR","COD","TRAN",16.77,10.2
1175913,"RR","COD","TRAN",26.15,9.31
1168530,"AM","COD","TRAN",31.48,14.98
1207796,"RR","COD","TRAN",15.89,5.27
1207591,"NR","COD","TRAN",1.08,0.33
1202912,"PR","COD","TRAN",5.28,2.89
1195968,"AL","COD","JURI",8.38,6.09
1169754,"AM","DEC","JURI",4.24,2.98
1165611,"PA","DEC","JURI",2.07,1.67
1160582,"PR","DEC","CONT",11.04,9.07
1178187,"RR","DEC","CONT",17.56,5.59
1176842,"AM","DEC","CONT",13.4,5.92
1165312,"PR","NLE","LIBE",4.77,3.9
1156824,"PR","NLE","LIBE",4.96,4.12
1172205,"RR","NLE","LIBE",6.05,2.05
1168178,"PR","NLE","JURI",3.89,1.33
1171845,"RR","NLE","JURI",4.79,1.58
1169535,"RR","COD","LIBE",11.97,5.76
1167480,"PR","COD","LIBE",6.61,4.25
1170026,"RR","NLE","ECON",2.73,1.21
1168598,"PR","NLE","ECON",1.99,1.13
1174719,"AD","DEC","ECON",4.03,2.24
1167644,"PA","DEC","ECON",1.31,0.79
1174779,"AM","DEC","CONT",3.87,2.34
1171885,"AM","DEC","ECON",8.38,4.01
1160558,"PR","DEC","CONT",8.17,4.09
1178388,"RR","DEC","CONT",14.99,5.07
1177318,"NT","COD","TRAN",1.12,0.91
1173754,"RR","COD","TRAN",21.66,9.55
1168994,"PR","COD","TRAN",8.96,5.74
1172902,"AD","COD","REGI",5.87,3.63
1171817,"AM","COD","TRAN",15.12,7.93
1170260,"AM","COD","REGI",6.1,3.57
1167502,"AM","COD","PETI",19.11,7.88
1175822,"AM","COD","JURI",39.26,15.18
1175338,"AM","COD","TRAN",40.69,17.83
1176300,"AD","COD","IMCO",13.79,6.2
1177468,"AD","COD","AGRI",9.68,3.52
1177567,"AD","COD","JURI",13.64,6.02
1167501,"PA","COD","PETI",9.28,5.71
1173755,"PA","COD","JURI",5.02,2.46
1174109,"AM","COD","AGRI",23.21,8.76
1175236,"AM","COD","ENVI",37.81,18.5
1175495,"AM","COD","ITRE",48.76,17.29
1177975,"AD","COD","ENVI",13.52,5.14
1168389,"PA","COD","IMCO",9.16,5.27
1172052,"PR","COD","TRAN",14.43,8.54
1170626,"PA","COD","AGRI",4.5,2.99
1171992,"AM","COD","IMCO",41.32,16.59
1177409,"AD","COD","ITRE",14.76,6.24
1177582,"AD","COD","PETI",10.23,3.59
1171788,"PA","COD","ENVI",5.72,3.73
1171920,"PA","COD","ITRE",9.46,6.13
1179032,"RR","COD","TRAN",95.94,33.61
1174077,"AD","NLE","DEVE",1.44,0.88
1162726,"PR","NLE","INTA",6.6,5.86
1177818,"RR","NLE","INTA",10.56,4.42
1168875,"PA","NLE","DEVE",0.6,0.43
1174074,"AD","NLE","DEVE",3.4,2.52
1171834,"PR","NLE","INTA",7.49,6.23
1174717,"AM","NLE","INTA",20.64,10.45
1177523,"NR","NLE","INTA",1.46,1.39
1178113,"RR","NLE","INTA",18.11,10
1169112,"PA","NLE","DEVE",1.17,0.92
1171840,"AM","NLE","DEVE",5.69,3.02
1167126,"PR","NLE","INTA",6.27,5.32
1173291,"AM","NLE","DEVE",0.63,0.4
1173115,"PA","NLE","DEVE",1.81,1.64
1190474,"PR","NLE","INTA",6.39,1.68
1190200,"PA","NLE","AFET",1.68,1.42
1192488,"AM","NLE","INTA",5.84,4.63
1194261,"AD","NLE","PECH",3.73,1.29
1188485,"PA","NLE","PECH",2.78,2.36
1190664,"AM","NLE","DEVE",1.92,0.98
1188695,"PA","NLE","DEVE",1.98,1.64
1197249,"RR","NLE","INTA",14.23,4.75
1194216,"AD","NLE","DEVE",2.97,1.14
1197793,"NR","NLE","INTA",1.5,1.31
1192335,"AM","NLE","AFET",1.58,0.8
1193383,"AM","NLE","AFET",2.04,0.91
1173714,"AD","DEC","LIBE",4.01,2.2
1169464,"PA","DEC","LIBE",1.72,1.16
1160575,"PR","DEC","CONT",7.88,4.21
1175046,"AM","DEC","CONT",3.47,2.24
1171524,"AM","DEC","LIBE",5.89,3.12
1178387,"RR","DEC","CONT",14.04,4.47
1178333,"RR","DEC","CONT",14.2,5.56
1173717,"AD","DEC","LIBE",3.7,2.21
1169529,"PA","DEC","LIBE",1.71,1.39
1174757,"AM","DEC","CONT",3.3,1.85
1171529,"AM","DEC","LIBE",5.56,2.42
1160547,"PR","DEC","CONT",8.39,4.61
1170353,"PR","INL","LIBE",17.37,5.57
1170374,"AM","INL","LIBE",10.58,5.07
1171231,"RR","INL","LIBE",18.63,5.13
1171274,"AM","COD","ITRE",2.77,1.81
1170103,"PR","COD","ITRE",7.74,5.24
1173979,"RR","COD","ITRE",11.64,4.46
1175161,"RR","COD","ITRE",11.64,7.19
1175318,"RR","COD","JURI",3.28,1.38
1168000,"PR","COD","JURI",2.41,0.98
1178243,"RR","DEC","CONT",45.41,20.57
1160600,"PR","DEC","CONT",28.29,21.66
1176822,"AM","DEC","CONT",93.13,43.5
1176553,"RR","NLE","LIBE",3.93,1.79
1174265,"PR","NLE","LIBE",2.67,1.93
1174158,"PR","COD","LIBE",92.25,65.14
1176636,"AM","COD","LIBE",141.4,61.85
1176638,"AM","COD","LIBE",126.28,61.66
1174286,"CM","COD","JURI",1.97,0.91
1214327,"AM","COD","LIBE",323.3,120.5
1199634,"PR","COD","LIBE",97.54,40.29
1176272,"RR","CNS","LIBE",6.71,2.47
1174373,"PR","CNS","LIBE",4.69,2.99
1175514,"AL","CNS","JURI",1.92,1.65
1126083,"AD","NLE","JURI",6.98,4.36
1125767,"AM","NLE","LIBE",106.77,57.69
1131286,"NT","NLE","LIBE",1.64,1.42
1131601,"RR","NLE","LIBE",29.35,17.17
1122608,"AM","NLE","JURI",11.19,6.93
1120169,"PR","NLE","LIBE",8.57,6.36
1119452,"PA","NLE","JURI",2.09,1.86
1259048,"PA","NLE","JURI",3.08,2.64
1262387,"AD","NLE","JURI",3.88,1.41
1121911,"AD","COD","AFCO",17.11,5.78
1113005,"AM","COD","ECON",79.54,42.07
1112155,"AM","COD","AFCO",9.56,4.37
1106533,"PA","COD","AFCO",14.6,10.47
1108813,"PR","COD","ECON",48.42,24.58
1113006,"AM","COD","ECON",129.05,54.49
1113004,"AM","COD","ECON",165.49,64.23
1301661,"RR","COD","ECON",57.2,36.77
1298171,"PR","COD","ECON",50.85,23.34
1298390,"AM","COD","ECON",137.83,60.98
1220754,"RR","ACI","AFCO",52.87,24.57
1217707,"PR","ACI","AFCO",43.87,12.79
1218699,"AL","ACI","BUDG",3.43,3.05
1219340,"AM","ACI","AFCO",5.71,3.51
1203608,"RR","NLE","TRAN",4.75,2.04
1199498,"PR","NLE","TRAN",3.27,2.18
1098663,"AM","COD","LIBE",3.53,1.87
1098845,"AD","COD","AFET",3.05,1.52
1096523,"PA","COD","AFET",2.23,1.97
1097564,"PR","COD","LIBE",5.33,3.74
1098544,"AM","COD","AFET",0.66,0.36
1274751,"PR","COD","LIBE",3.36,1.49
1275540,"RR","COD","LIBE",5.14,2.24
1125086,"AM","COD","AFET",51.42,23.26
1126108,"AM","COD","INTA",36.93,23.77
1125529,"AM","COD","INTA",145.72,68.3
1122640,"PA","COD","AFET",15.77,8.91
1117629,"CM","COD","JURI",2.37,1.65
1121848,"PR","COD","INTA",44.7,27.53
1140416,"DV","COD","INTA",6.41,6.18
1140972,"NT","COD","INTA",2.69,2.35
1142968,"NT","COD","INTA",0.97,0.97
1142186,"NT","COD","INTA",2.08,1.91
1220463,"PF","COD","INTA",419.16,156.28
1117433,"AM","COD","BUDG",83.84,30.35
1127851,"RR","COD","LIBE",112.3,43.92
1119742,"AM","COD","LIBE",102.49,51.37
1117480,"AM","COD","BUDG",81.04,32.45
1114180,"CM","COD","JURI",2.89,1.79
1116841,"PA","COD","BUDG",13.58,8.25
1114965,"PA","COD","BUDG",12.11,8.96
1116336,"PR","COD","LIBE",50.5,25.92
1119113,"AM","COD","LIBE",145.1,69.07
1120766,"AD","COD","BUDG",21.64,9.39
1220082,"DT","COD","LIBE",4.37,3.95
1220068,"AM","COD","LIBE",22.82,11.1
1230413,"AM","COD","LIBE",110.83,46.51
1270860,"AM","COD","LIBE",44.33,13.07
1272524,"AM","COD","LIBE",44.5,12.63
1268795,"AM","COD","LIBE",47.64,19.4
1178833,"RR","NLE","AFET",3.23,2.35
1174578,"PR","NLE","AFET",1.49,0.61
1182796,"PR","NLE","LIBE",5.46,3.07
1195175,"PR","NLE","LIBE",5.66,2.23
1197088,"AM","NLE","LIBE",0.51,0.23
1197723,"RR","NLE","LIBE",7.17,3.15
1204528,"RR","NLE","LIBE",7.17,2.93
1210350,"PR","COD","LIBE",28.63,13.86
1214744,"AM","COD","LIBE",44.2,17.81
1220510,"RR","COD","LIBE",38.82,14.54
1227542,"PF","COD","LIBE",38.83,21.28
1137307,"PR","COD","ECON",11.43,4.71
1137909,"PR","COD","ECON",11.42,4.71
1144556,"RR","COD","ECON",12.99,5.34
1140109,"AM","COD","ECON",17.26,6.53
1136430,"PA","COD","BUDG",6.76,4.59
1145084,"RR","COD","LIBE",60.28,21.65
1137892,"PR","COD","LIBE",25.52,13.14
1140917,"AM","COD","LIBE",123.56,50.33
1136710,"AM","COD","BUDG",3.56,1.56
1089983,"PR","COD","LIBE",17.76,10.06
1092616,"AM","COD","LIBE",20.55,10.94
1227155,"RR","NLE","BUDG",9.33,2.71
1223508,"PR","NLE","BUDG",7.95,4.44
1227151,"RR","APP","BUDG",6.18,2.11
1224569,"PR","APP","BUDG",4.82,3.33
1227186,"RR","NLE","BUDG",10.42,3.83
1226344,"AM","NLE","BUDG",3.25,1.99
1224411,"PR","NLE","BUDG",8.96,6.54
1175700,"PR","NLE","LIBE",3.69,2.59
1177698,"RR","NLE","LIBE",4.09,1.51
1150350,"AM","INI","BUDG",22.75,15.76
1149450,"AM","INI","INTA",23.33,12.46
1149793,"AM","INI","ENVI",24.5,16.19
1153793,"RR","INI","AGRI",107.34,42.97
1151330,"AD","INI","INTA",6.26,4.06
1151893,"AD","INI","DEVE",7.83,6.47
1150590,"AM","INI","DEVE",25.63,15.82
1152954,"AM","INI","AGRI",27.25,25.27
1151983,"AD","INI","ENVI",23.64,14.89
1153667,"NT","INI","AGRI",1.78,1.61
1149655,"AM","INI","ENVI",45.53,31.65
1150131,"AD","INI","BUDG",6.69,5.36
1146705,"PA","INI","ENVI",2.03,1.71
1148398,"PA","INI","DEVE",1.39,1.17
1148816,"AM","INI","AGRI",132.8,81.1
1148818,"AM","INI","AGRI",75.56,45.36
1148602,"AM","INI","AGRI",116.45,67.84
1148599,"PA","INI","BUDG",1.36,1.15
1148815,"AM","INI","AGRI",132.31,75.61
1152128,"RR","COD","TRAN",7.95,2.94
1128503,"PR","COD","TRAN",7.81,5.84
1152157,"RR","NLE","INTA",4.66,1.9
1151881,"NR","NLE","INTA",1.32,1.08
1143845,"PR","NLE","INTA",3.44,2.61
1152183,"RR","COD","ECON",18.66,8.08
1149209,"AM","COD","ECON",10.03,4.03
1144518,"AM","COD","BUDG",1.32,0.98
1143661,"PR","COD","ECON",6.07,4.37
1148473,"AD","COD","BUDG",3.6,2.25
1143596,"PA","COD","BUDG",2.02,1.36
1146612,"AD","COD","AFCO",3.65,2.88
1154745,"PR","INI","AFET",7.63,6.57
1162439,"AM","INI","AFET",81.32,47.38
1155054,"AD","INI","INTA",5.18,3.83
1151588,"AM","INI","INTA",9.53,5.99
1153657,"AM","INI","INTA",9.53,5.61
1147851,"PA","INI","INTA",1.34,1.11
1167160,"NT","INI","AFET",1.51,1.29
1165754,"RR","INI","AFET",25.89,14.94
1156199,"AD","INI","INTA",5.58,3.44
1162441,"AM","INI","AFET",54.21,33.44
1154749,"PR","INI","AFET",6.84,5.95
1152355,"AM","INI","INTA",6.96,4.38
1148722,"PA","INI","INTA",1.32,1.09
1169387,"RR","INI","AFET",33.37,17.95
1169958,"NT","INI","AFET",1.64,0.83
1169830,"NR","INI","AFET",0.79,0.67
1153100,"AM","CNS","ECON",26.23,12.29
1162371,"RR","CNS","ECON",14.64,5.9
1152329,"PR","CNS","ECON",8,3.98
1249299,"PR","CNS","ECON",4.02,2.54
1250701,"RR","CNS","ECON",4.33,2.61
1155317,"AM","CNS","ECON",22.45,9.92
1159208,"RR","CNS","ECON",17.43,6.39
1153039,"PR","CNS","ECON",8.15,3.74
1193368,"PR","CNS","ECON",3.12,1.65
1195180,"RR","CNS","ECON",3.39,0.96
1195576,"NR","CNS","ECON",1.07,0.76
1143447,"AM","COD","EMPL",132.51,62.24
1142995,"AM","COD","EMPL",150.7,76.56
1139770,"PR","COD","EMPL",42.15,25.17
1143448,"AM","COD","EMPL",120.99,59.8
1181752,"NR","COD","EMPL",1.52,1.38
1170051,"RR","COD","EMPL",112.83,45.05
1151840,"NT","INI","PECH",1.44,0.79
1152693,"RR","INI","PECH",22.75,10.37
1151943,"NR","INI","PECH",0.84,0.71
1137571,"DT","INI","PECH",6.09,6.01
1147576,"AM","INI","PECH",44.1,25.65
1145467,"PR","INI","PECH",8.72,6.68
1152699,"RR","INI","ECON",33.14,20.77
1145044,"PR","INI","ECON",13.35,12.23
1147488,"AM","INI","ECON",122.07,63.8
1159313,"RR","COD","JURI",18.01,5.96
1154984,"AM","COD","JURI",24.22,10.55
1152478,"PR","COD","JURI",10.38,7.42
1293621,"LT","COD","JURI",1.62,0.77
1149367,"PA","COD","ITRE",23.19,12.56
1152591,"AM","COD","ITRE",29.44,13.62
1152579,"AM","COD","ITRE",136.37,61.53
1163203,"RR","COD","ENVI",87.67,30.64
1153258,"AM","COD","TRAN",1.02,0.63
1153260,"AM","COD","TRAN",151.26,75.8
1145567,"CM","COD","JURI",3.99,2.91
1147701,"PR","COD","ENVI",40.62,22.76
1154051,"AM","COD","ENVI",175.58,84.46
1154052,"AM","COD","ENVI",128.36,63.82
1148364,"PA","COD","TRAN",31.89,19.08
1163608,"NT","COD","ENVI",2.24,2
1161992,"AD","COD","TRAN",36.41,12.23
1163192,"AD","COD","TRAN",36.45,10.32
1138224,"PR","INI","DEVE",6.8,5.7
1152895,"RR","INI","DEVE",41.03,20.09
1137528,"PA","INI","AFET",2.82,2.58
1139490,"AM","INI","DEVE",86.82,47.64
1139756,"AM","INI","AFET",27.51,16.74
1143871,"AD","INI","AFET",11.77,10.3
1155703,"AM","INI","EMPL",32.06,19.34
1152915,"PR","INI","EMPL",10.18,8.38
1164039,"RR","INI","EMPL",15.79,9.74
1151100,"PR","COD","INTA",2.29,0.77
1153890,"RR","COD","INTA",3.54,1.64
1146936,"PR","COD","LIBE",31.56,16.24
1153092,"AM","COD","LIBE",102.74,49.34
1147449,"DT","COD","LIBE",6.24,5.98
1167634,"RR","COD","LIBE",33.23,12.82
1153796,"CM","IMM","JURI",5.58,5.02
1150782,"CM","IMM","JURI",9.86,9.09
1165451,"PR","IMM","JURI",2.65,1.51
1166897,"RR","IMM","JURI",2.9,1.7
1153683,"AM","COD","IMCO",116.7,51.04
1162220,"RR","COD","IMCO",42.29,13.03
1151462,"PR","COD","IMCO",22.71,10.88
1151184,"PR","COD","IMCO",22.71,10.88
1131447,"RR","COD","PECH",43.04,18.2
1123514,"AM","COD","PECH",2.41,1.13
1118620,"AM","COD","PECH",93.3,41.16
1131291,"NR","COD","PECH",1.29,1.11
1109627,"PR","COD","PECH",45.34,28.87
1151832,"NT","COD","PECH",2.65,2.42
1148257,"PF","COD","PECH",21.93,13.82
1162696,"PR","CNS","ECON",7.44,3.87
1166112,"AM","CNS","ECON",53.18,22.53
1171266,"NT","CNS","ECON",1.06,0.8
1171268,"RR","CNS","ECON",23.38,9.37
1155793,"RR","NLE","AFCO",1.98,1.01
1154420,"PR","NLE","AFCO",1.15,0.6
1153837,"PR","COD","ENVI",16.66,10.72
1160612,"AM","COD","ENVI",33.03,18.21
1166128,"RR","COD","ENVI",32.64,12.27
1181300,"NR","COD","ENVI",1.9,1.77
1161733,"CM","COD","JURI",2.15,0.63
1159530,"CM","COD","JURI",2.1,1
1162463,"AM","COD","ECON",52.41,21.69
1158925,"AD","COD","BUDG",24.83,6.89
1158315,"PR","COD","ECON",149.9,70.7
1162465,"AM","COD","ECON",147.47,63.41
1153770,"PA","COD","BUDG",17.91,10.65
1162464,"AM","COD","ECON",155.02,76.28
1156963,"AM","COD","BUDG",6.49,3.29
1142509,"NP","COD","ECON",4.3,3.7
1162467,"AM","COD","ECON",127.56,84.93
1162466,"AM","COD","ECON",137.55,67.9
1166840,"AM","COD","ECON",95.82,43.39
1173968,"RR","COD","ECON",398.5,163.84
1181380,"NR","COD","ECON",1.07,0.9
1155884,"RR","INI","EMPL",26,18.57
1144458,"PR","INI","EMPL",7.77,7.17
1146031,"AM","INI","EMPL",80.63,45.44
1155837,"NR","","AFET",1.01,0.94
1158820,"NR","COD","ENVI",1.2,0.71
1158921,"RR","COD","ENVI",4.87,2.09
1156012,"PR","COD","ENVI",3.25,1.36
1155564,"AM","COD","AGRI",112.34,65.77
1159664,"AM","COD","AGRI",149.56,70.11
1162587,"AD","COD","ENVI",38.84,13.47
1161881,"AM","COD","DEVE",23.56,10.15
1155561,"PR","COD","AGRI",40.03,23.38
1155647,"PA","COD","ENVI",17.3,10.68
1158142,"PA","COD","IMCO",27.8,17.08
1158927,"AM","COD","IMCO",103.02,51.27
1160062,"PA","COD","DEVE",8.26,5.91
1165594,"NR","COD","AGRI",0.65,0.52
1174528,"NR","COD","AGRI",1.07,0.95
1163523,"AD","COD","IMCO",26.91,9.44
