GROSS_SPA,NET_SPA,NET_SUBMITTED,REQUESTER_CODE,FDR_VERSION,DOC_DATE,PE_NO,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
9.24,6.63,7.03,FEMM,2,12-JUL-17,608.057,AD,2017/2038(INI),INIT,INI,AVI,FEMM,FEMM
16.62,14.77,14.74,LIBE,3,23-JUN-17,606.242,PR,2017/2038(INI),INIT,INI,MAIN,LIBE,LIBE
8.84,6.53,6.91,REGI,1,22-JUN-17,606.263,AD,2017/2114(INI),INIT,INI,AVI,REGI,REGI
16.32,10.23,10.94,EMPL,1,23-JUN-17,606.272,AD,2017/2114(INI),INIT,INI,AHE,EMPL,EMPL
5.52,2.63,1.0,DG1,1,23-OCT-17,611.521,AM,2017/2114(INI),INIT,INI,MHE,ECON,ECON
56.3,26.06,29.19,DG1-DEPOT,1,16-OCT-17,605.977,RR,2017/2114(INI),INIT,INI,MHE,ECON,ECON
35.14,19.02,19.01,REGI,2,19-JUL-17,608.121,AM,2017/2114(INI),INIT,INI,AVI,REGI,REGI
38.08,23.83,23.84,EMPL,4,20-JUL-17,608.051,AM,2017/2114(INI),INIT,INI,AHE,EMPL,EMPL
2.19,2.02,2.02,REGI,1,22-JUN-17,606.263,PA,2017/2114(INI),INIT,INI,AVI,REGI,REGI
10.81,9.3,9.07,ECON,4,02-JUN-17,605.977,PR,2017/2114(INI),INIT,INI,MHE,ECON,ECON
1.43,1.15,1.21,EMPL,1,23-JUN-17,606.272,PA,2017/2114(INI),INIT,INI,AHE,EMPL,EMPL
139.55,114.93,114.93,ECON,5,10-JUL-17,606.306,AM,2017/2114(INI),INIT,INI,MHE,ECON,ECON
13.03,10.73,11.29,BUDG,8,10-OCT-17,612.063,PR,2017/2071(INI),ANRE,INI,MHE,BUDG,BUDG
1.4,1.18,1.24,REGI,1,20-SEP-17,610.735,PA,2017/2071(INI),ANRE,INI,AVI,REGI,REGI
1.77,1.5,1.58,ECON,1,12-SEP-17,609.635,PA,2017/2071(INI),ANRE,INI,AHE,ECON,ECON
32.19,16.35,16.34,REGI,5,27-OCT-17,612.287,AM,2017/2071(INI),ANRE,INI,AVI,REGI,REGI
44.37,36.47,38.4,DG1-DEPOT,2,26-JAN-18,612.063,RR,2017/2071(INI),ANRE,INI,MHE,BUDG,BUDG
31.51,16.84,16.84,ECON,4,16-OCT-17,612.188,AM,2017/2071(INI),ANRE,INI,AHE,ECON,ECON
61.24,27.78,27.78,BUDG,3,06-NOV-17,613.292,AM,2017/2071(INI),ANRE,INI,MHE,BUDG,BUDG
10.12,7.62,8.06,ECON,1,12-SEP-17,609.635,AD,2017/2071(INI),ANRE,INI,AHE,ECON,ECON
5.33,4.37,4.61,REGI,1,20-SEP-17,610.735,AD,2017/2071(INI),ANRE,INI,AVI,REGI,REGI
2.51,2.0,2.12,DG1,2,30-JAN-18,614.386,AM,2017/2071(INI),ANRE,INI,MHE,BUDG,BUDG
0.66,0.53,0.55,DG1,2,30-JAN-18,614.386,AM,2017/2071(INI),ANRE,INI,MHE,BUDG,BUDG
1.13,1.0,1.0,ECR,1,12-SEP-18,627.759,NR,2017/2071(INI),ANRE,INI,MHE,ECON,ECON
3.12,2.68,2.38,DG1,1,08-SEP-17,605.638,AM,2017/2712(RSP),RESQ,RSP,MAIN,ENVI,ENVI
2.16,1.22,2.16,DG1,2,08-SEP-17,605.638,AM,2017/2712(RSP),RESQ,RSP,MAIN,ENVI,ENVI
1.44,1.15,1.15,ECR,1,31-AUG-17,585.299,NT,2017/2712(RSP),RESQ,RSP,MAIN,ENVI,ENVI
1.41,1.33,1.33,ENVI,2,14-JUN-17,604.853,QO,2017/2712(RSP),RESQ,RSP,MAIN,ENVI,ENVI
3.8,1.21,1.21,JURI,1,11-SEP-17,609.351,PR,2017/0149(NLE),CNPE,NLE,MAIN,JURI,JURI
4.8,1.75,1.75,DG1-DEPOT,1,21-NOV-17,609.351,RR,2017/0149(NLE),CNPE,NLE,MAIN,JURI,JURI
1.72,1.47,1.52,ENVI,1,26-SEP-17,610.801,PA,2017/2116(INI),INIT,INI,AVI,ENVI,ENVI
13.31,12.13,12.9,AGRI,3,09-OCT-17,610.905,PR,2017/2116(INI),INIT,INI,MAIN,AGRI,AGRI
33.15,17.06,18.5,DG1-DEPOT,1,27-MAR-18,610.905,RR,2017/2116(INI),INIT,INI,MAIN,AGRI,AGRI
9.21,6.18,6.58,ENVI,1,26-SEP-17,610.801,AD,2017/2116(INI),INIT,INI,AVI,ENVI,ENVI
37.59,23.48,23.47,ENVI,5,27-OCT-17,612.362,AM,2017/2116(INI),INIT,INI,AVI,ENVI,ENVI
1.52,1.32,1.32,PPE,1,26-MAR-18,111.111,NT,2017/2116(INI),INIT,INI,MAIN,AGRI,AGRI
104.48,74.62,74.62,AGRI,3,16-NOV-17,613.513,AM,2017/2116(INI),INIT,INI,MAIN,AGRI,AGRI
4.0,1.27,1.27,JURI,1,11-SEP-17,609.35,PR,2017/0148(NLE),CNPE,NLE,MAIN,JURI,JURI
4.99,1.78,1.78,DG1-DEPOT,2,22-NOV-17,609.35,RR,2017/0148(NLE),CNPE,NLE,MAIN,JURI,JURI
2.05,0.94,0.94,LIBE,2,30-AUG-17,609.481,PR,2017/0808(CNS),LEG,CNS,MAIN,LIBE,LIBE
9.58,6.52,6.52,CONT,1,24-JAN-18,613.444,PR,2017/2152(DEC),DISCH,DEC,MAIN,CONT,CONT
2.09,1.0,1.0,EMPL,2,06-DEC-17,613.59,AM,2017/2152(DEC),DISCH,DEC,AVI,EMPL,EMPL
7.5,3.03,3.03,CONT,1,02-MAR-18,618.264,AM,2017/2152(DEC),DISCH,DEC,MAIN,CONT,CONT
14.11,4.78,4.78,DG1-DEPOT,1,23-MAR-18,613.444,RR,2017/2152(DEC),DISCH,DEC,MAIN,CONT,CONT
3.17,2.42,2.43,EMPL,1,08-NOV-17,612.089,AD,2017/2152(DEC),DISCH,DEC,AVI,EMPL,EMPL
1.45,1.09,1.09,EMPL,1,08-NOV-17,612.089,PA,2017/2152(DEC),DISCH,DEC,AVI,EMPL,EMPL
7.99,2.78,2.78,DG1-DEPOT,1,05-SEP-17,607.953,RR,2017/2101(BUD),MOFU,BUD,MAIN,BUDG,BUDG
0.64,0.46,0.5,BUDG,1,14-JUL-17,608.15,AM,2017/2101(BUD),MOFU,BUD,MAIN,BUDG,BUDG
1.27,1.16,1.17,REGI,1,17-JUL-17,609.303,LT,2017/2101(BUD),MOFU,BUD,AVI,REGI,REGI
5.61,3.6,3.6,BUDG,1,04-JUL-17,607.953,PR,2017/2101(BUD),MOFU,BUD,MAIN,BUDG,BUDG
1.08,0.55,0.55,ECR,1,12-JAN-18,616.588,NT,2018/2012(BUD),MOFU,BUD,MAIN,BUDG,BUDG
9.41,4.05,4.05,BUDG,3,06-FEB-18,618.06,AM,2018/2012(BUD),MOFU,BUD,MAIN,BUDG,BUDG
2.86,2.33,2.33,EMPL,1,22-FEB-18,616.741,LT,2018/2012(BUD),MOFU,BUD,AVI,EMPL,EMPL
16.39,5.75,5.75,DG1-DEPOT,1,22-FEB-18,616.588,RR,2018/2012(BUD),MOFU,BUD,MAIN,BUDG,BUDG
1.11,0.93,0.93,REGI,1,24-JAN-18,616.676,LT,2018/2012(BUD),MOFU,BUD,AVI,REGI,REGI
1.59,1.48,1.55,DEVE,3,26-JAN-18,616.825,QO,2018/2542(RSP),RESQ,RSP,MAIN,DEVE,DEVE
4.56,3.66,3.66,CONT,2,02-OCT-17,610.909,PR,2017/0815(NLE),CNPE,NLE,MAIN,CONT,CONT
5.03,1.95,2.16,DG1-DEPOT,1,31-OCT-17,610.909,RR,2017/0815(NLE),CNPE,NLE,MAIN,CONT,CONT
8.58,5.43,5.81,CONT,3,02-OCT-17,610.912,PR,2017/0816(NLE),CNPE,NLE,MAIN,CONT,CONT
9.09,6.09,6.48,DG1-DEPOT,1,31-OCT-17,610.912,RR,2017/0816(NLE),CNPE,NLE,MAIN,CONT,CONT
4.55,3.58,3.58,BUDG,1,27-OCT-17,612.206,PR,2017/2217(BUD),BUD,BUD,MAIN,BUDG,BUDG
5.45,2.71,2.71,DG1-DEPOT,1,24-NOV-17,612.206,RR,2017/2217(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.07,1.01,1.0,DG1,1,27-NOV-17,614.272,AM,2017/2217(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.19,1.02,1.03,ECR,1,27-OCT-17,612.206,NR,2017/2217(BUD),BUD,BUD,MAIN,BUDG,BUDG
18.97,15.76,16.59,CONT,2,04-DEC-17,615.276,PR,2017/0820(NLE),CNPE,NLE,MAIN,CONT,CONT
19.39,4.25,5.09,DG1-DEPOT,1,12-JAN-18,615.276,RR,2017/0820(NLE),CNPE,NLE,MAIN,CONT,CONT
2.02,1.54,2.02,DG1,1,08-DEC-17,614.279,AM,2017/2920(RPS),COMSC,RPS,MAIN,ENVI,ENVI
2.33,1.79,1.9,DG1-DEPOT,1,07-DEC-17,615.322,RR,2017/0901(NLE),CNPE,NLE,MAIN,ECON,ECON
7.55,6.39,6.92,CULT,4,10-JAN-18,616.539,AD,2017/2260(INI),ANRE,INI,AVI,CULT,CULT
1.26,0.76,0.82,DG1,2,05-MAR-18,616.078,AM,2017/2260(INI),ANRE,INI,MAIN,EMPL,EMPL
6.53,4.61,4.81,DG1,2,05-MAR-18,616.078,AM,2017/2260(INI),ANRE,INI,MAIN,EMPL,EMPL
1.17,0.96,0.96,ECR,1,11-JAN-18,616.558,NR,2017/2260(INI),ANRE,INI,MAIN,EMPL,EMPL
101.37,80.15,62.07,EMPL,2,11-JAN-18,616.558,AM,2017/2260(INI),ANRE,INI,MAIN,EMPL,EMPL
10.73,8.23,8.69,EMPL,2,28-NOV-17,615.238,PR,2017/2260(INI),ANRE,INI,MAIN,EMPL,EMPL
1.9,1.03,1.03,DG1,1,26-MAR-18,618.423,AM,2017/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
0.61,0.23,0.5,DG1,1,26-MAR-18,618.423,AM,2017/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
5.88,4.16,4.15,CONT,1,29-JAN-18,612.035,PR,2017/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
21.02,9.64,9.65,CONT,2,02-MAR-18,618.343,AM,2017/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
10.05,5.52,5.52,DG1-DEPOT,1,26-MAR-18,612.035,RR,2017/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
1.6,1.3,1.3,LIBE,2,12-DEC-17,613.654,PA,2017/2163(DEC),DISCH,DEC,AVI,LIBE,LIBE
11.23,8.21,8.21,CONT,2,24-JAN-18,613.463,PR,2017/2163(DEC),DISCH,DEC,MAIN,CONT,CONT
3.69,2.14,2.44,LIBE,1,12-DEC-17,613.654,AD,2017/2163(DEC),DISCH,DEC,AVI,LIBE,LIBE
7.92,2.93,2.93,CONT,1,02-MAR-18,618.236,AM,2017/2163(DEC),DISCH,DEC,MAIN,CONT,CONT
16.05,6.48,6.48,DG1-DEPOT,1,26-MAR-18,613.463,RR,2017/2163(DEC),DISCH,DEC,MAIN,CONT,CONT
1.62,0.65,0.67,DG1,1,26-MAR-18,618.436,AM,2017/2163(DEC),DISCH,DEC,MAIN,CONT,CONT
4.36,3.46,3.46,LIBE,3,19-JAN-18,616.699,AM,2017/2163(DEC),DISCH,DEC,AVI,LIBE,LIBE
8.79,5.69,5.69,CONT,2,25-JAN-18,613.432,PR,2017/2182(DEC),DISCH,DEC,MAIN,CONT,CONT
2.05,1.11,1.11,CONT,1,01-MAR-18,618.277,AM,2017/2182(DEC),DISCH,DEC,MAIN,CONT,CONT
9.63,2.83,2.83,DG1-DEPOT,1,22-MAR-18,613.432,RR,2017/2182(DEC),DISCH,DEC,MAIN,CONT,CONT
9.18,6.14,6.14,CONT,2,25-JAN-18,613.431,PR,2017/2185(DEC),DISCH,DEC,MAIN,CONT,CONT
3.77,1.52,1.52,CONT,1,01-MAR-18,618.28,AM,2017/2185(DEC),DISCH,DEC,MAIN,CONT,CONT
9.9,2.89,2.89,DG1-DEPOT,1,22-MAR-18,613.431,RR,2017/2185(DEC),DISCH,DEC,MAIN,CONT,CONT
5.93,2.4,2.4,TRAN,1,04-DEC-17,612.37,AD,2017/2181(DEC),DISCH,DEC,AVI,TRAN,TRAN
6.69,5.6,5.59,TRAN,2,26-JAN-18,616.544,AM,2017/2181(DEC),DISCH,DEC,AVI,TRAN,TRAN
3.96,3.52,3.52,TRAN,1,04-DEC-17,612.37,PA,2017/2181(DEC),DISCH,DEC,AVI,TRAN,TRAN
10.03,6.76,6.76,CONT,2,25-JAN-18,613.43,PR,2017/2181(DEC),DISCH,DEC,MAIN,CONT,CONT
19.48,6.34,6.34,DG1-DEPOT,1,22-MAR-18,613.43,RR,2017/2181(DEC),DISCH,DEC,MAIN,CONT,CONT
1.25,0.48,0.5,CONT,3,01-MAR-18,618.282,AM,2017/2181(DEC),DISCH,DEC,MAIN,CONT,CONT
3.48,2.58,2.58,ITRE,1,01-FEB-18,616.91,RE,2017/2990(DEA),DEAEX,DEA,MAIN,ITRE,ITRE
1.73,1.49,1.56,INTA,2,19-SEP-17,610.689,PA,2017/2191(INI),ANRE,INI,AVI,INTA,INTA
6.03,4.87,5.13,ECON,4,23-OCT-17,612.214,PR,2017/2191(INI),ANRE,INI,MAIN,ECON,ECON
1.71,1.22,1.3,AGRI,1,15-SEP-17,610.575,PA,2017/2191(INI),ANRE,INI,AVI,AGRI,AGRI
10.88,5.36,5.36,INTA,2,26-OCT-17,612.36,AM,2017/2191(INI),ANRE,INI,AVI,INTA,INTA
58.04,24.73,27.25,DG1-DEPOT,1,01-MAR-18,612.214,RR,2017/2191(INI),ANRE,INI,MAIN,ECON,ECON
7.71,5.49,5.83,IMCO,3,05-SEP-17,609.616,AD,2017/2191(INI),ANRE,INI,AVI,IMCO,IMCO
92.15,52.4,52.39,ECON,3,28-NOV-17,615.197,AM,2017/2191(INI),ANRE,INI,MAIN,ECON,ECON
11.89,8.87,9.39,AGRI,1,15-SEP-17,610.575,AD,2017/2191(INI),ANRE,INI,AVI,AGRI,AGRI
29.72,18.98,18.99,AGRI,5,20-OCT-17,612.208,AM,2017/2191(INI),ANRE,INI,AVI,AGRI,AGRI
4.63,3.09,3.3,INTA,1,19-SEP-17,610.689,AD,2017/2191(INI),ANRE,INI,AVI,INTA,INTA
21.81,13.22,13.22,IMCO,4,05-OCT-17,612.074,AM,2017/2191(INI),ANRE,INI,AVI,IMCO,IMCO
1.19,1.05,1.05,ECR,1,23-OCT-17,612.214,NR,2017/2191(INI),ANRE,INI,MAIN,ECON,ECON
0.71,0.59,0.62,DG1,2,01-MAR-18,616.135,AM,2017/2191(INI),ANRE,INI,MAIN,ECON,ECON
1.27,0.66,0.66,ITRE,4,20-APR-20,650.49,PR,2020/0016(NLE),APPE,NLE,MAIN,ITRE,ITRE
1.49,0.62,0.65,DG1-DEPOT,1,30-APR-20,650.49,RR,2020/0016(NLE),APPE,NLE,MAIN,ITRE,ITRE
16.47,13.78,14.46,IMCO,5,09-SEP-20,655.86,PR,2020/2028(INI),IMPL,INI,MAIN,IMCO,IMCO
49.64,25.13,25.14,IMCO,4,12-OCT-20,658.822,AM,2020/2028(INI),IMPL,INI,MAIN,IMCO,IMCO
1.26,1.15,1.15,ECR,1,09-SEP-20,655.86,NT,2020/2028(INI),IMPL,INI,MAIN,IMCO,IMCO
25.51,14.17,15.23,DG1-DEPOT,3,03-FEB-21,655.86,RR,2020/2028(INI),IMPL,INI,MAIN,IMCO,IMCO
1.3,1.22,1.22,INTA,1,17-SEP-20,657.392,QO,2020/2586(RSP),RESQ,RSP,MAIN,INTA,INTA
59.77,29.7,29.7,LIBE,4,19-NOV-20,660.396,AM,2020/2047(INI),IMPL,INI,MAIN,LIBE,LIBE
12.82,11.15,11.42,LIBE,3,23-OCT-20,660.061,PR,2020/2047(INI),IMPL,INI,MAIN,LIBE,LIBE
24.8,15.47,16.5,DG1-DEPOT,2,20-JAN-21,660.061,RR,2020/2047(INI),IMPL,INI,MAIN,LIBE,LIBE
1.41,0.84,0.84,ECR,1,23-OCT-20,660.061,NR,2020/2047(INI),IMPL,INI,MAIN,LIBE,LIBE
10.76,6.75,7.2,DG1-DEPOT,2,02-JUL-20,650.351,RR,2020/2048(INI),OUTDEC,INI,MAIN,LIBE,LIBE
35.74,32.29,32.29,LIBE,4,28-MAY-20,652.503,AM,2020/2048(INI),OUTDEC,INI,MAIN,LIBE,LIBE
6.25,4.24,4.46,LIBE,2,02-APR-20,650.351,PR,2020/2048(INI),OUTDEC,INI,MAIN,LIBE,LIBE
58.12,23.81,22.16,PETI,7,30-SEP-20,658.79,AM,2020/2044(INI),ANRE,INI,MAIN,PETI,PETI
30.02,24.88,25.34,PETI,6,17-JUN-20,646.916,PR,2020/2044(INI),ANRE,INI,MAIN,PETI,PETI
40.43,17.33,19.01,DG1-DEPOT,4,20-NOV-20,646.916,RR,2020/2044(INI),ANRE,INI,MAIN,PETI,PETI
2.0,0.79,0.79,ECR,1,17-JUN-20,646.916,NT,2020/2044(INI),ANRE,INI,MAIN,PETI,PETI
11.56,4.56,4.56,DG1-DEPOT,3,29-SEP-20,652.538,RR,2020/0051(COD),LEG,COD,MAIN,INTA,INTA
3.97,2.26,2.26,INTA,1,10-SEP-20,657.254,AM,2020/0051(COD),LEG,COD,MAIN,INTA,INTA
6.3,4.5,4.68,INTA,2,15-JUN-20,652.538,PR,2020/0051(COD),LEG,COD,MAIN,INTA,INTA
6.49,3.39,3.39,INTA,1,15-JUN-20,652.538,PR,2020/0051(COD),LEG,COD,MAIN,INTA,INTA
9.49,6.88,6.88,BUDG,2,06-MAY-20,650.658,PR,2020/2068(BUD),MOFU,BUD,MAIN,BUDG,BUDG
0.91,0.91,0.91,BUDG,2,13-MAY-20,652.3,AM,2020/2068(BUD),MOFU,BUD,MAIN,BUDG,BUDG
12.1,4.36,4.36,DG1-DEPOT,2,28-MAY-20,650.658,RR,2020/2068(BUD),MOFU,BUD,MAIN,BUDG,BUDG
1.25,1.09,1.09,REGI,1,08-MAY-20,650.652,AL,2020/2068(BUD),MOFU,BUD,AVI,REGI,REGI
14.13,11.93,12.52,EMPL,5,28-SEP-20,657.413,PR,2020/2084(INI),STINI,INI,MHE,EMPL,EMPL
75.97,40.29,43.45,DG1-DEPOT,4,24-NOV-20,657.413,RR,2020/2084(INI),STINI,INI,MHE,EMPL,EMPL
33.01,18.98,19.05,FEMM,6,01-OCT-20,658.722,AM,2020/2084(INI),STINI,INI,AVI,FEMM,FEMM
7.3,6.15,6.46,CULT,2,11-MAY-20,650.72,AD,2020/2084(INI),STINI,INI,AHE,CULT,CULT
15.47,10.68,11.33,FEMM,2,10-SEP-20,657.285,AD,2020/2084(INI),STINI,INI,AVI,FEMM,FEMM
21.03,19.93,19.93,CULT,3,05-JUN-20,652.647,AM,2020/2084(INI),STINI,INI,AHE,CULT,CULT
1.75,1.4,1.53,FEMM,1,10-SEP-20,657.285,PA,2020/2084(INI),STINI,INI,AVI,FEMM,FEMM
90.75,44.32,44.32,EMPL,5,22-OCT-20,659.082,AM,2020/2084(INI),STINI,INI,MHE,EMPL,EMPL
124.29,58.87,58.87,EMPL,4,21-OCT-20,658.882,AM,2020/2084(INI),STINI,INI,MHE,EMPL,EMPL
1.37,1.0,1.1,CULT,1,11-MAY-20,650.72,PA,2020/2084(INI),STINI,INI,AHE,CULT,CULT
55.38,32.27,33.75,IMCO,5,09-JUN-20,652.522,AM,2020/2076(INI),INIT,INI,AVI,IMCO,IMCO
6.16,5.45,5.89,PECH,9,07-OCT-20,658.847,AL,2020/2076(INI),INIT,INI,AVI,PECH,PECH
1.9,1.24,1.27,ENVI,1,08-JUN-20,652.353,PA,2020/2076(INI),INIT,INI,AHE,ENVI,ENVI
2.65,2.28,2.39,EMPL,2,09-JUN-20,652.607,PA,2020/2076(INI),INIT,INI,AVI,EMPL,EMPL
170.33,92.18,92.2,ITRE,4,25-JUN-20,653.877,AM,2020/2076(INI),INIT,INI,MHE,ITRE,ITRE
15.8,13.66,14.31,EMPL,2,09-JUN-20,652.607,AD,2020/2076(INI),INIT,INI,AVI,EMPL,EMPL
10.7,8.55,9.01,IMCO,1,26-MAY-20,652.383,AD,2020/2076(INI),INIT,INI,AVI,IMCO,IMCO
64.05,36.82,36.83,ITRE,4,25-JUN-20,653.982,AM,2020/2076(INI),INIT,INI,MHE,ITRE,ITRE
157.37,88.27,88.27,ITRE,1,25-JUN-20,653.874,AM,2020/2076(INI),INIT,INI,MHE,ITRE,ITRE
26.45,17.23,17.23,JURI,4,24-JUN-20,653.898,AM,2020/2076(INI),INIT,INI,AVI,JURI,JURI
8.9,7.29,7.68,INTA,3,07-APR-20,650.38,AD,2020/2076(INI),INIT,INI,AVI,INTA,INTA
9.55,6.81,8.19,JURI,1,26-MAY-20,652.43,AD,2020/2076(INI),INIT,INI,AVI,JURI,JURI
68.69,38.41,42.62,EMPL,11,18-JUN-20,653.758,AM,2020/2076(INI),INIT,INI,AVI,EMPL,EMPL
21.23,14.71,15.6,ENVI,4,08-JUN-20,652.353,AD,2020/2076(INI),INIT,INI,AHE,ENVI,ENVI
136.08,67.39,73.06,DG1-DEPOT,5,22-OCT-20,650.7,RR,2020/2076(INI),INIT,INI,MHE,ITRE,ITRE
7.07,6.19,6.49,REGI,2,15-MAY-20,652.349,AD,2020/2076(INI),INIT,INI,AVI,REGI,REGI
44.41,42.11,41.05,REGI,11,15-JUN-20,653.785,AM,2020/2076(INI),INIT,INI,AVI,REGI,REGI
83.78,63.71,62.38,ENVI,10,03-JUL-20,654.051,AM,2020/2076(INI),INIT,INI,AHE,ENVI,ENVI
2.42,2.14,2.14,IMCO,2,26-MAY-20,652.383,PA,2020/2076(INI),INIT,INI,AVI,IMCO,IMCO
15.53,12.96,13.38,ITRE,4,26-MAY-20,650.7,PR,2020/2076(INI),INIT,INI,MHE,ITRE,ITRE
1.49,0.41,1.28,INTA,1,07-APR-20,650.38,PA,2020/2076(INI),INIT,INI,AVI,INTA,INTA
1.59,1.23,1.35,REGI,1,15-MAY-20,652.349,PA,2020/2076(INI),INIT,INI,AVI,REGI,REGI
36.54,32.86,32.86,INTA,2,29-MAY-20,652.539,AM,2020/2076(INI),INIT,INI,AVI,INTA,INTA
1.57,1.24,1.3,JURI,2,26-MAY-20,652.43,PA,2020/2076(INI),INIT,INI,AVI,JURI,JURI
37.83,18.41,18.4,CJ16,4,29-JUL-20,655.85,PR,2020/0106(COD),LEG,COD,MHE,BUDG,CJ16
19.35,10.21,10.21,ITRE,3,13-JUL-20,654.115,PA,2020/0106(COD),LEG,COD,AHE,ITRE,ITRE
28.57,13.9,14.52,ITRE,1,13-JUL-20,654.115,AD,2020/0106(COD),LEG,COD,AHE,ITRE,ITRE
53.96,25.53,25.53,ENVI,3,20-JUL-20,655.624,AM,2020/0106(COD),LEG,COD,AHE,ENVI,ENVI
15.73,5.95,5.95,ENVI,3,03-SEP-20,657.184,AD,2020/0106(COD),LEG,COD,AHE,ENVI,ENVI
124.45,55.51,55.51,CJ16,3,27-AUG-20,655.933,AM,2020/0106(COD),LEG,COD,MHE,BUDG,CJ16
74.73,33.63,33.61,ITRE,4,20-JUL-20,655.703,AM,2020/0106(COD),LEG,COD,AHE,ITRE,ITRE
2.72,0.91,0.91,INTA,2,04-MAR-21,689.591,PR,2021/0044(NLE),APPE,NLE,MAIN,INTA,INTA
4.29,1.79,1.87,DG1-DEPOT,1,01-JUN-21,689.591,RR,2021/0044(NLE),APPE,NLE,MAIN,INTA,INTA
1.68,1.03,1.03,PPE,1,04-MAR-21,689.591,NR,2021/0044(NLE),APPE,NLE,MAIN,INTA,INTA
1.95,1.19,1.19,PPE,1,01-MAR-21,689.583,NR,2021/0042(NLE),APPE,NLE,MAIN,INTA,INTA
2.82,0.93,0.97,INTA,1,01-MAR-21,689.583,PR,2021/0042(NLE),APPE,NLE,MAIN,INTA,INTA
2.85,1.57,1.65,INTA,1,01-MAR-21,689.583,PR,2021/0042(NLE),APPE,NLE,MAIN,INTA,INTA
10.61,4.9,4.9,LIBE,4,16-NOV-21,700.426,PR,2021/0046(COD),LEG,COD,MAIN,LIBE,LIBE
14.23,4.9,4.9,LIBE,2,24-JAN-22,703.279,AM,2021/0046(COD),LEG,COD,MAIN,LIBE,LIBE
17.54,8.06,8.06,DG1-DEPOT,3,30-MAR-23,700.426,RR,2021/0046(COD),LEG,COD,MAIN,LIBE,LIBE
14.18,8.15,9.79,JURI,2,13-MAR-24,759.95,AL,2021/0046(COD),LEG,COD,OLB,JURI,JURI
15.48,9.13,1.5,LIBE,3,25-MAR-21,691.129,PR,2019/0001B(COD),LEG,COD,MAIN,LIBE,LIBE
17.28,10.5,10.5,DG1-DEPOT,4,29-MAR-21,691.129,RR,2019/0001B(COD),LEG,COD,MAIN,LIBE,LIBE
168.11,72.87,68.36,CJ21,7,20-OCT-21,699.048,AM,2021/0050(COD),LEG,COD,MAIN,EMPL,CJ21
86.77,44.4,44.4,CJ21,6,02-SEP-21,693.798,PR,2021/0050(COD),LEG,COD,MAIN,EMPL,CJ21
234.06,86.13,79.83,CJ21,9,20-OCT-21,699.041,AM,2021/0050(COD),LEG,COD,MAIN,EMPL,CJ21
163.21,67.26,63.25,CJ21,8,20-OCT-21,699.049,AM,2021/0050(COD),LEG,COD,MAIN,EMPL,CJ21
98.8,45.0,45.0,DG1-DEPOT,4,22-MAR-22,693.798,RR,2021/0050(COD),LEG,COD,MAIN,EMPL,CJ21
105.58,51.8,0.0,AFET,4,06-APR-17,602.963,AM,2017/2041(INI),OUTDEC,INI,MAIN,AFET,AFET
105.58,55.66,55.67,AFET,1,06-APR-17,602.963,AM,2017/2041(INI),OUTDEC,INI,MAIN,AFET,AFET
22.7,13.23,13.64,DG1-DEPOT,2,01-JUN-17,601.127,RR,2017/2041(INI),OUTDEC,INI,MAIN,AFET,AFET
8.02,5.15,0.0,AFET,3,23-MAR-17,601.127,PR,2017/2041(INI),OUTDEC,INI,MAIN,AFET,AFET
10.06,6.83,6.83,CONT,2,24-JAN-18,613.466,PR,2017/2153(DEC),DISCH,DEC,MAIN,CONT,CONT
1.57,1.39,1.38,CULT,1,14-NOV-17,613.44,PA,2017/2153(DEC),DISCH,DEC,AVI,CULT,CULT
4.85,1.78,1.78,CONT,2,02-MAR-18,618.234,AM,2017/2153(DEC),DISCH,DEC,MAIN,CONT,CONT
2.79,1.41,1.41,CULT,1,11-DEC-17,615.398,AM,2017/2153(DEC),DISCH,DEC,AVI,CULT,CULT
13.91,4.35,4.35,DG1-DEPOT,1,26-MAR-18,613.466,RR,2017/2153(DEC),DISCH,DEC,MAIN,CONT,CONT
2.42,2.06,2.06,CULT,2,14-NOV-17,613.44,AD,2017/2153(DEC),DISCH,DEC,AVI,CULT,CULT
1.76,1.48,1.49,LIBE,1,12-DEC-17,613.649,PA,2017/2155(DEC),DISCH,DEC,AVI,LIBE,LIBE
9.64,6.77,6.77,CONT,1,24-JAN-18,613.448,PR,2017/2155(DEC),DISCH,DEC,MAIN,CONT,CONT
3.36,2.36,2.36,LIBE,1,12-DEC-17,613.649,AD,2017/2155(DEC),DISCH,DEC,AVI,LIBE,LIBE
8.07,2.58,2.6,CONT,1,02-MAR-18,618.267,AM,2017/2155(DEC),DISCH,DEC,MAIN,CONT,CONT
14.75,6.08,6.08,DG1-DEPOT,1,26-MAR-18,613.448,RR,2017/2155(DEC),DISCH,DEC,MAIN,CONT,CONT
5.17,4.25,4.25,LIBE,3,19-JAN-18,616.693,AM,2017/2155(DEC),DISCH,DEC,AVI,LIBE,LIBE
