GROSS_SPA,NET_SPA,NET_SUBMITTED,REQUESTER_CODE,FDR_VERSION,DOC_DATE,PE_NO,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
61.65,33.68,36.2,DG1-DEPOT,10,03-MAY-21,660.07,RR,2020/2215(INI),INIT,INI,MAIN,FEMM,FEMM
61.65,19.98,2.37,DG1-DEPOT,2,03-MAY-21,660.07,RR,2020/2215(INI),INIT,INI,MAIN,FEMM,FEMM
67.93,40.43,41.28,FEMM,4,14-DEC-20,662.097,AM,2020/2215(INI),INIT,INI,MAIN,FEMM,FEMM
106.11,56.74,56.74,FEMM,2,14-DEC-20,662.044,AM,2020/2215(INI),INIT,INI,MAIN,FEMM,FEMM
10.8,7.15,7.6,DEVE,3,20-NOV-20,660.263,AD,2020/2215(INI),INIT,INI,AVI,DEVE,DEVE
2.99,1.16,1.16,JURI,1,18-NOV-21,699.29,PR,2020/0329(COD),CODIF,COD,MAIN,JURI,JURI
2.86,0.88,0.88,JURI,1,18-NOV-21,699.29,PR,2020/0329(COD),CODIF,COD,MAIN,JURI,JURI
4.63,1.18,1.18,JURI,1,18-NOV-21,699.29,PR,2020/0329(COD),CODIF,COD,MAIN,JURI,JURI
4.61,1.98,1.98,JURI,1,18-NOV-21,699.29,PR,2020/0329(COD),CODIF,COD,MAIN,JURI,JURI
5.5,1.87,1.87,DG1-DEPOT,1,30-MAR-22,699.29,RR,2020/0329(COD),CODIF,COD,MAIN,JURI,JURI
1.73,0.57,0.57,ECR,2,09-JUN-21,693.763,NT,2020/0319(NLE),APPE,NLE,MAIN,LIBE,LIBE
1.27,0.67,0.67,LIBE,1,15-JUL-21,695.321,AM,2020/0319(NLE),APPE,NLE,MAIN,LIBE,LIBE
3.49,2.03,2.03,DG1-DEPOT,2,06-SEP-21,693.763,RR,2020/0319(NLE),APPE,NLE,MAIN,LIBE,LIBE
6.52,4.76,5.14,LIBE,1,09-JUN-21,693.763,PR,2020/0319(NLE),APPE,NLE,MAIN,LIBE,LIBE
71.56,29.26,29.26,LIBE,3,07-JUN-21,693.797,AM,2020/0350(COD),LEG,COD,MAIN,LIBE,LIBE
30.22,15.32,15.32,LIBE,7,07-MAY-21,689.819,PR,2020/0350(COD),LEG,COD,MAIN,LIBE,LIBE
32.45,15.24,15.24,DG1-DEPOT,2,15-OCT-21,689.819,RR,2020/0350(COD),LEG,COD,MAIN,LIBE,LIBE
9.21,7.93,8.18,CULT,3,30-APR-21,692.616,PR,2020/2261(INI),INIT,INI,MAIN,CULT,CULT
91.24,53.5,53.47,CULT,11,10-JUN-21,693.813,AM,2020/2261(INI),INIT,INI,MAIN,CULT,CULT
28.37,18.7,18.7,DG1-DEPOT,2,13-OCT-21,692.616,RR,2020/2261(INI),INIT,INI,MAIN,CULT,CULT
1.98,1.64,1.61,AFCO,2,16-FEB-21,680.882,PA,2020/2262(INI),ANRE,INI,AVI,AFCO,AFCO
49.19,26.08,26.08,JURI,4,26-MAR-21,691.158,AM,2020/2262(INI),ANRE,INI,MAIN,JURI,JURI
1.39,1.09,1.2,IMCO,2,27-JAN-21,680.764,PA,2020/2262(INI),ANRE,INI,AVI,IMCO,IMCO
7.15,4.95,5.24,AFCO,3,16-FEB-21,680.882,AD,2020/2262(INI),ANRE,INI,AVI,AFCO,AFCO
34.77,16.86,16.86,DG1-DEPOT,4,02-JUN-21,663.292,RR,2020/2262(INI),ANRE,INI,MAIN,JURI,JURI
7.16,6.31,6.45,IMCO,4,27-JAN-21,680.764,AD,2020/2262(INI),ANRE,INI,AVI,IMCO,IMCO
15.86,8.55,8.55,AFCO,1,09-MAR-21,689.607,AM,2020/2262(INI),ANRE,INI,AVI,AFCO,AFCO
24.56,14.46,14.46,IMCO,2,24-FEB-21,681.008,AM,2020/2262(INI),ANRE,INI,AVI,IMCO,IMCO
6.29,4.96,5.11,JURI,4,01-MAR-21,663.292,PR,2020/2262(INI),ANRE,INI,MAIN,JURI,JURI
62.15,29.82,29.82,ECON,3,21-OCT-21,697.828,AM,2020/2263(INI),IMPL,INI,MAIN,ECON,ECON
21.72,17.69,18.11,ECON,7,06-SEP-21,662.096,PR,2020/2263(INI),IMPL,INI,MAIN,ECON,ECON
1.62,1.54,1.54,ECR,1,06-SEP-21,662.096,NT,2020/2263(INI),IMPL,INI,MAIN,ECON,ECON
36.62,21.03,21.03,DG1-DEPOT,3,20-DEC-21,662.096,RR,2020/2263(INI),IMPL,INI,MAIN,ECON,ECON
84.4,26.85,26.85,DG1-DEPOT,3,26-APR-21,689.577,RR,2020/2264(BUI),ER,BUI,MAIN,BUDG,BUDG
72.77,38.71,38.71,BUDG,4,15-MAR-21,689.785,AM,2020/2264(BUI),ER,BUI,MAIN,BUDG,BUDG
9.51,7.31,7.31,BUDG,2,02-MAR-21,689.577,PR,2020/2264(BUI),ER,BUI,MAIN,BUDG,BUDG
27.51,16.31,16.31,ITRE,2,03-FEB-21,680.881,AM,2020/2265(BUI),PREBUD,BUI,AVI,ITRE,ITRE
8.9,7.48,7.85,ITRE,3,08-JAN-21,663.091,AD,2020/2265(BUI),PREBUD,BUI,AVI,ITRE,ITRE
7.45,6.56,6.55,BUDG,4,05-FEB-21,663.167,PR,2020/2265(BUI),PREBUD,BUI,MAIN,BUDG,BUDG
12.87,7.33,8.04,LIBE,2,01-MAR-21,689.589,AL,2020/2265(BUI),PREBUD,BUI,AVI,LIBE,LIBE
4.01,3.51,3.68,TRAN,2,25-JAN-21,663.39,PA,2020/2265(BUI),PREBUD,BUI,AVI,TRAN,TRAN
1.62,0.74,1.31,AGRI,1,18-JAN-21,663.213,PA,2020/2265(BUI),PREBUD,BUI,AVI,AGRI,AGRI
40.91,21.88,21.88,TRAN,2,08-FEB-21,680.95,AM,2020/2265(BUI),PREBUD,BUI,AVI,TRAN,TRAN
1.9,1.68,1.68,DEVE,1,18-FEB-21,689.491,AL,2020/2265(BUI),PREBUD,BUI,AVI,DEVE,DEVE
9.67,6.83,7.25,AGRI,1,18-JAN-21,663.213,AD,2020/2265(BUI),PREBUD,BUI,AVI,AGRI,AGRI
4.7,4.22,4.22,ENVI,2,10-MAR-21,663.165,AL,2020/2265(BUI),PREBUD,BUI,AVI,ENVI,ENVI
142.11,54.38,60.54,DG1-DEPOT,3,17-MAR-21,663.167,RR,2020/2265(BUI),PREBUD,BUI,MAIN,BUDG,BUDG
1.45,1.17,1.23,CULT,1,19-JAN-21,663.28,PA,2020/2265(BUI),PREBUD,BUI,AVI,CULT,CULT
1.47,1.17,1.22,ITRE,1,08-JAN-21,663.091,PA,2020/2265(BUI),PREBUD,BUI,AVI,ITRE,ITRE
3.19,2.6,2.74,IMCO,4,23-FEB-21,681.074,AL,2020/2265(BUI),PREBUD,BUI,AVI,IMCO,IMCO
3.42,2.46,3.27,AFET,1,11-FEB-21,680.969,AL,2020/2265(BUI),PREBUD,BUI,AVI,AFET,AFET
23.16,13.51,13.51,AGRI,3,10-FEB-21,680.976,AM,2020/2265(BUI),PREBUD,BUI,AVI,AGRI,AGRI
69.05,35.82,37.82,EMPL,7,11-FEB-21,680.917,AM,2020/2265(BUI),PREBUD,BUI,AVI,EMPL,EMPL
39.35,14.44,16.15,EMPL,1,25-FEB-21,680.994,AD,2020/2265(BUI),PREBUD,BUI,AVI,EMPL,EMPL
1.92,1.66,1.74,REGI,1,03-MAR-21,689.646,AL,2020/2265(BUI),PREBUD,BUI,AVI,REGI,REGI
2.76,2.15,2.15,AFCO,1,25-FEB-21,680.968,AL,2020/2265(BUI),PREBUD,BUI,AVI,AFCO,AFCO
2.78,2.58,2.58,FEMM,1,25-FEB-21,680.933,AL,2020/2265(BUI),PREBUD,BUI,AVI,FEMM,FEMM
201.82,89.25,84.04,BUDG,6,01-MAR-21,689.51,AM,2020/2265(BUI),PREBUD,BUI,MAIN,BUDG,BUDG
19.62,13.88,13.88,CULT,2,02-FEB-21,680.86,AM,2020/2265(BUI),PREBUD,BUI,AVI,CULT,CULT
10.77,7.37,7.84,TRAN,1,25-JAN-21,663.39,AD,2020/2265(BUI),PREBUD,BUI,AVI,TRAN,TRAN
7.91,5.06,5.41,CULT,1,19-JAN-21,663.28,AD,2020/2265(BUI),PREBUD,BUI,AVI,CULT,CULT
5.65,4.63,4.83,CONT,1,26-FEB-21,689.56,AL,2020/2265(BUI),PREBUD,BUI,AVI,CONT,CONT
2.11,1.67,1.84,FEMM,1,11-DEC-20,662.079,PA,2020/0112R(APP),RI,APP,AVI,FEMM,FEMM
5.71,4.72,4.95,LIBE,3,15-DEC-20,662.151,PR,2020/0112R(APP),RI,APP,MAIN,LIBE,LIBE
6.83,5.04,5.56,FEMM,1,11-DEC-20,662.079,AD,2020/0112R(APP),RI,APP,AVI,FEMM,FEMM
45.67,22.16,22.16,LIBE,2,20-JAN-21,663.351,AM,2020/0112R(APP),RI,APP,MAIN,LIBE,LIBE
17.07,9.08,9.79,DG1-DEPOT,2,25-MAR-21,662.151,RR,2020/0112R(APP),RI,APP,MAIN,LIBE,LIBE
59.43,56.78,56.78,AIDA,9,02-NOV-21,680.928,PR,2020/2266(INI),ENQCOM,INI,MAIN,AIDA,AIDA
109.2,82.69,82.69,DG1-DEPOT,5,05-APR-22,680.928,RR,2020/2266(INI),ENQCOM,INI,MAIN,AIDA,AIDA
152.63,67.91,67.91,AIDA,7,21-DEC-21,703.074,AM,2020/2266(INI),ENQCOM,INI,MAIN,AIDA,AIDA
138.6,61.82,61.82,AIDA,6,21-DEC-21,703.073,AM,2020/2266(INI),ENQCOM,INI,MAIN,AIDA,AIDA
158.15,67.38,67.38,AIDA,6,21-DEC-21,703.075,AM,2020/2266(INI),ENQCOM,INI,MAIN,AIDA,AIDA
156.97,72.74,72.75,AIDA,7,21-DEC-21,703.076,AM,2020/2266(INI),ENQCOM,INI,MAIN,AIDA,AIDA
151.71,67.63,67.63,AIDA,7,21-DEC-21,703.077,AM,2020/2266(INI),ENQCOM,INI,MAIN,AIDA,AIDA
11.82,11.66,11.66,BECA,4,27-OCT-20,660.088,DT,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
36.78,31.22,31.22,BECA,5,22-APR-21,691.452,CM,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
177.27,77.1,73.61,BECA,7,20-SEP-21,697.581,AM,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
173.29,80.07,73.2,BECA,5,23-SEP-21,697.582,AM,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
171.77,75.99,72.47,BECA,8,20-SEP-21,697.58,AM,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
38.98,35.07,35.07,BECA,12,04-JUN-21,693.752,PR,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
226.38,86.77,85.0,BECA,2,08-OCT-21,697.579,AM,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
129.69,63.02,63.02,BECA,3,20-SEP-21,697.536,AM,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
107.21,70.81,74.71,DG1-DEPOT,2,03-FEB-22,693.752,RR,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
2.62,2.52,2.52,ECR,1,04-JUN-21,693.752,NT,2020/2267(INI),ENQCOM,INI,MAIN,BECA,BECA
53.58,51.23,51.73,INGE,3,05-OCT-21,695.147,PR,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
26.23,25.67,25.67,INGE,15,14-JUN-21,693.6,DT,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
13.64,13.25,13.24,INGE,6,17-DEC-20,662.14,DT,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
12.13,11.31,11.85,INGE,7,10-MAR-21,689.654,DT,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
12.32,3.68,3.68,INGE,1,10-MAR-21,689.654,DT,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
19.26,18.75,37.18,INGE,10,03-MAY-21,691.42,DT,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
147.19,66.66,67.26,INGE,2,22-NOV-21,700.531,AM,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
175.69,80.62,80.62,INGE,7,22-NOV-21,700.532,AM,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
123.41,58.76,58.76,INGE,6,22-NOV-21,700.407,AM,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
98.74,43.52,43.52,INGE,6,22-NOV-21,700.544,AM,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
111.83,76.37,76.37,DG1-DEPOT,4,21-FEB-22,695.147,RR,2020/2268(INI),ENQCOM,INI,MAIN,INGE,INGE
110.46,55.77,55.77,ANIT,8,14-JUL-21,695.326,AM,2020/2269(INI),ENQCOM,INI,MAIN,ANIT,ANIT
120.22,60.35,58.12,ANIT,8,14-JUL-21,695.325,AM,2020/2269(INI),ENQCOM,INI,MAIN,ANIT,ANIT
70.7,52.87,52.87,DG1-DEPOT,5,14-DEC-21,680.989,RR,2020/2269(INI),ENQCOM,INI,MAIN,ANIT,ANIT
3.5,3.16,3.16,PPE,1,28-MAY-21,680.989,NT,2020/2269(INI),ENQCOM,INI,MAIN,ANIT,ANIT
1.5,0.65,0.65,LIBE,1,08-JUN-21,693.804,AM,2020/0349(COD),LEG,COD,MAIN,LIBE,LIBE
12.04,6.47,7.46,BUDG,1,22-MAR-21,689.865,PA,2020/0349(COD),LEG,COD,AVI,BUDG,BUDG
25.09,8.14,8.14,BUDG,4,22-MAR-21,689.865,AD,2020/0349(COD),LEG,COD,AVI,BUDG,BUDG
25.33,9.13,9.13,BUDG,1,20-APR-21,691.344,AM,2020/0349(COD),LEG,COD,AVI,BUDG,BUDG
92.7,46.96,46.96,LIBE,4,10-MAY-21,689.818,PR,2020/0349(COD),LEG,COD,MAIN,LIBE,LIBE
124.7,56.05,56.05,DG1-DEPOT,6,14-OCT-21,689.818,RR,2020/0349(COD),LEG,COD,MAIN,LIBE,LIBE
250.09,104.35,106.5,LIBE,13,08-JUN-21,693.801,AM,2020/0349(COD),LEG,COD,MAIN,LIBE,LIBE
31.09,18.22,18.22,DG1-DEPOT,1,15-DEC-20,662.052,RR,2020/0371(BUD),BUD,BUD,MAIN,BUDG,BUDG
90.91,27.09,26.9,REGI,6,29-MAR-21,691.11,AD,2020/0360(COD),LEG,COD,AVI,REGI,REGI
380.18,116.55,116.55,DG1-DEPOT,6,30-SEP-21,691.151,RR,2020/0360(COD),LEG,COD,MAIN,ITRE,ITRE
81.28,35.66,35.48,ENVI,6,25-MAR-21,689.773,AD,2020/0360(COD),LEG,COD,AVI,ENVI,ENVI
29.91,16.47,16.47,REGI,3,29-MAR-21,691.11,PA,2020/0360(COD),LEG,COD,AVI,REGI,REGI
201.24,81.05,82.0,REGI,5,30-APR-21,692.632,AM,2020/0360(COD),LEG,COD,AVI,REGI,REGI
2.15,1.14,1.14,TRAN,1,23-APR-21,691.146,AM,2020/0360(COD),LEG,COD,AVI,TRAN,TRAN
69.84,38.77,38.77,ITRE,5,26-MAR-21,691.151,PR,2020/0360(COD),LEG,COD,MAIN,ITRE,ITRE
126.38,69.31,69.35,ENVI,7,25-MAR-21,689.773,PA,2020/0360(COD),LEG,COD,AVI,ENVI,ENVI
147.18,57.62,57.62,TRAN,8,23-APR-21,691.397,AM,2020/0360(COD),LEG,COD,AVI,TRAN,TRAN
25.91,15.73,15.74,TRAN,2,24-MAR-21,689.672,PA,2020/0360(COD),LEG,COD,AVI,TRAN,TRAN
201.76,80.26,78.32,ENVI,10,04-MAY-21,692.695,AM,2020/0360(COD),LEG,COD,AVI,ENVI,ENVI
339.0,117.04,115.23,ENVI,10,04-MAY-21,692.694,AM,2020/0360(COD),LEG,COD,AVI,ENVI,ENVI
172.56,76.32,76.32,ITRE,6,21-APR-21,691.401,AM,2020/0360(COD),LEG,COD,MAIN,ITRE,ITRE
169.86,66.29,66.29,ITRE,6,21-APR-21,691.4,AM,2020/0360(COD),LEG,COD,MAIN,ITRE,ITRE
198.54,72.98,67.74,ITRE,8,21-APR-21,691.345,AM,2020/0360(COD),LEG,COD,MAIN,ITRE,ITRE
66.46,25.27,25.22,TRAN,5,24-MAR-21,689.672,AD,2020/0360(COD),LEG,COD,AVI,TRAN,TRAN
161.65,59.13,52.21,JURI,4,19-JUL-21,696.29,AM,2020/0361(COD),LEG,COD,AHE,JURI,JURI
152.54,67.22,64.08,JURI,2,19-JUL-21,696.291,AM,2020/0361(COD),LEG,COD,AHE,JURI,JURI
206.37,74.67,74.75,ITRE,6,24-JUN-21,693.906,AM,2020/0361(COD),LEG,COD,AHE,ITRE,ITRE
68.16,19.7,19.7,TRAN,2,30-APR-21,691.254,AD,2020/0361(COD),LEG,COD,AVI,TRAN,TRAN
199.86,67.86,67.86,JURI,10,23-JUN-21,694.96,AD,2020/0361(COD),LEG,COD,AHE,JURI,JURI
60.66,28.09,28.27,ECON,3,08-JUL-21,693.929,PA,2020/0361(COD),LEG,COD,AVI,ECON,ECON
122.9,53.91,53.91,FEMM,6,14-JUL-21,695.317,AM,2020/0361(COD),LEG,COD,AVI,FEMM,FEMM
199.67,65.42,62.99,IMCO,4,08-JUL-21,695.157,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
154.28,58.59,58.59,IMCO,5,08-JUL-21,695.158,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
192.45,56.15,55.53,ECON,6,09-SEP-21,696.545,AM,2020/0361(COD),LEG,COD,AVI,ECON,ECON
137.57,46.74,48.74,ECON,4,09-SEP-21,696.546,AM,2020/0361(COD),LEG,COD,AVI,ECON,ECON
120.0,37.28,37.28,ECON,4,08-JUL-21,693.929,AD,2020/0361(COD),LEG,COD,AVI,ECON,ECON
44.64,20.15,20.15,ITRE,7,28-MAY-21,693.552,PA,2020/0361(COD),LEG,COD,AHE,ITRE,ITRE
86.1,46.49,46.94,LIBE,2,19-MAY-21,692.898,PA,2020/0361(COD),LEG,COD,AHE,LIBE,LIBE
53.2,29.05,29.05,JURI,11,23-JUN-21,694.96,PA,2020/0361(COD),LEG,COD,AHE,JURI,JURI
428.58,163.96,159.5,LIBE,18,10-JUN-21,693.83,AM,2020/0361(COD),LEG,COD,AHE,LIBE,LIBE
23.38,10.74,10.75,FEMM,5,10-JUN-21,693.717,PA,2020/0361(COD),LEG,COD,AVI,FEMM,FEMM
23.24,5.13,1.0,FEMM,1,10-JUN-21,693.717,PA,2020/0361(COD),LEG,COD,AVI,FEMM,FEMM
134.04,71.1,71.03,IMCO,9,28-MAY-21,693.594,PR,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
153.57,62.92,62.91,TRAN,8,01-JUN-21,693.655,AM,2020/0361(COD),LEG,COD,AVI,TRAN,TRAN
137.13,68.86,68.99,ITRE,6,24-JUN-21,695.033,AM,2020/0361(COD),LEG,COD,AHE,ITRE,ITRE
11.25,6.81,6.81,TRAN,2,30-APR-21,691.254,PA,2020/0361(COD),LEG,COD,AVI,TRAN,TRAN
95.15,45.81,45.83,CULT,9,21-JUN-21,693.943,PA,2020/0361(COD),LEG,COD,AVI,CULT,CULT
59.06,28.96,29.14,ITRE,7,24-JUN-21,695.034,AM,2020/0361(COD),LEG,COD,AHE,ITRE,ITRE
136.93,51.17,54.98,LIBE,3,19-MAY-21,692.898,AD,2020/0361(COD),LEG,COD,AHE,LIBE,LIBE
246.02,80.88,71.93,JURI,4,19-JUL-21,696.289,AM,2020/0361(COD),LEG,COD,AHE,JURI,JURI
107.53,41.2,41.21,JURI,3,19-JUL-21,696.292,AM,2020/0361(COD),LEG,COD,AHE,JURI,JURI
224.08,81.3,81.79,IMCO,5,08-JUL-21,695.15,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
69.75,25.64,25.64,FEMM,5,10-JUN-21,693.717,AD,2020/0361(COD),LEG,COD,AVI,FEMM,FEMM
133.12,61.73,58.99,IMCO,5,08-JUL-21,695.16,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
129.08,60.6,57.9,IMCO,5,08-JUL-21,695.159,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
136.61,57.17,57.17,IMCO,4,08-JUL-21,695.163,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
130.66,63.81,63.87,IMCO,5,08-JUL-21,695.162,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
131.63,63.36,60.65,IMCO,5,08-JUL-21,695.161,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
56.65,20.57,20.72,IMCO,3,08-JUL-21,695.164,AM,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
134.85,47.71,47.71,ITRE,3,28-MAY-21,693.552,AD,2020/0361(COD),LEG,COD,AHE,ITRE,ITRE
130.65,45.56,45.56,CULT,7,21-JUN-21,693.943,AD,2020/0361(COD),LEG,COD,AVI,CULT,CULT
123.48,51.86,52.17,CULT,7,20-JUL-21,696.284,AM,2020/0361(COD),LEG,COD,AVI,CULT,CULT
129.33,45.2,45.24,CULT,4,20-JUL-21,696.283,AM,2020/0361(COD),LEG,COD,AVI,CULT,CULT
259.16,106.77,106.77,DG1-DEPOT,3,20-DEC-21,693.594,RR,2020/0361(COD),LEG,COD,MHE,IMCO,IMCO
134.66,48.87,48.87,ECON,5,07-JUL-21,693.93,AD,2020/0374(COD),LEG,COD,AHE,ECON,ECON
114.12,36.37,36.56,JURI,6,30-JUN-21,695.09,AM,2020/0374(COD),LEG,COD,AVI,JURI,JURI
106.12,44.36,44.6,JURI,7,30-JUN-21,695.132,AM,2020/0374(COD),LEG,COD,AVI,JURI,JURI
121.8,28.09,38.29,JURI,4,07-JUN-21,693.727,AD,2020/0374(COD),LEG,COD,AVI,JURI,JURI
55.35,16.05,16.05,TRAN,1,30-APR-21,691.253,AD,2020/0374(COD),LEG,COD,AVI,TRAN,TRAN
226.97,67.64,67.64,ITRE,3,10-SEP-21,696.448,AM,2020/0374(COD),LEG,COD,AHE,ITRE,ITRE
123.12,47.09,47.09,ITRE,2,10-SEP-21,696.561,AM,2020/0374(COD),LEG,COD,AHE,ITRE,ITRE
91.29,30.61,30.61,ITRE,3,10-SEP-21,696.562,AM,2020/0374(COD),LEG,COD,AHE,ITRE,ITRE
49.8,22.98,22.95,ITRE,4,07-JUL-21,693.907,PA,2020/0374(COD),LEG,COD,AHE,ITRE,ITRE
220.33,61.97,59.3,ECON,6,09-SEP-21,696.537,AM,2020/0374(COD),LEG,COD,AHE,ECON,ECON
114.61,43.56,43.56,ECON,4,09-SEP-21,696.538,AM,2020/0374(COD),LEG,COD,AHE,ECON,ECON
144.09,32.42,32.42,ITRE,1,07-JUL-21,693.907,AD,2020/0374(COD),LEG,COD,AHE,ITRE,ITRE
144.1,51.0,51.0,ITRE,3,07-JUL-21,693.907,AD,2020/0374(COD),LEG,COD,AHE,ITRE,ITRE
21.28,7.1,7.44,TRAN,1,30-APR-21,691.253,PA,2020/0374(COD),LEG,COD,AVI,TRAN,TRAN
100.0,40.9,41.13,TRAN,12,01-JUN-21,693.662,AM,2020/0374(COD),LEG,COD,AVI,TRAN,TRAN
81.7,35.81,35.82,IMCO,9,01-JUN-21,692.792,PR,2020/0374(COD),LEG,COD,MHE,IMCO,IMCO
44.67,21.71,21.71,CULT,9,31-MAY-21,693.64,PA,2020/0374(COD),LEG,COD,AVI,CULT,CULT
54.13,25.89,25.89,JURI,7,07-JUN-21,693.727,PA,2020/0374(COD),LEG,COD,AVI,JURI,JURI
112.64,43.39,44.05,LIBE,5,27-JUL-21,696.323,AM,2020/0374(COD),LEG,COD,AVI,LIBE,LIBE
168.33,63.97,61.14,IMCO,6,07-JUL-21,695.196,AM,2020/0374(COD),LEG,COD,MHE,IMCO,IMCO
221.93,77.46,74.02,IMCO,5,07-JUL-21,695.143,AM,2020/0374(COD),LEG,COD,MHE,IMCO,IMCO
150.02,73.59,70.65,IMCO,7,07-JUL-21,695.197,AM,2020/0374(COD),LEG,COD,MHE,IMCO,IMCO
164.75,68.02,65.12,IMCO,8,07-JUL-21,695.198,AM,2020/0374(COD),LEG,COD,MHE,IMCO,IMCO
72.43,37.71,37.7,ECON,3,07-JUL-21,693.93,PA,2020/0374(COD),LEG,COD,AHE,ECON,ECON
81.66,25.2,25.2,CULT,2,31-MAY-21,693.64,AD,2020/0374(COD),LEG,COD,AVI,CULT,CULT
54.81,17.95,17.95,LIBE,6,22-JUN-21,693.946,AD,2020/0374(COD),LEG,COD,AVI,LIBE,LIBE
113.13,43.71,43.81,CULT,6,29-JUN-21,695.082,AM,2020/0374(COD),LEG,COD,AVI,CULT,CULT
2.36,2.03,2.03,PPE,1,01-JUN-21,692.792,NT,2020/0374(COD),LEG,COD,MHE,IMCO,IMCO
113.56,38.0,38.0,ECON,5,09-SEP-21,696.54,AM,2020/0374(COD),LEG,COD,AHE,ECON,ECON
139.61,53.59,53.59,DG1-DEPOT,3,30-NOV-21,692.792,RR,2020/0374(COD),LEG,COD,MHE,IMCO,IMCO
25.38,10.7,10.7,LIBE,5,22-JUN-21,693.946,PA,2020/0374(COD),LEG,COD,AVI,LIBE,LIBE
217.2,59.77,59.77,DG1-DEPOT,1,15-OCT-21,691.097,RR,2020/0365(COD),LEG,COD,MHE,LIBE,LIBE
39.32,15.91,15.91,AFET,3,22-JUN-21,694.948,AM,2020/0365(COD),LEG,COD,AVI,AFET,AFET
0.6,0.35,0.5,AFET,1,22-JUN-21,694.954,AM,2020/0365(COD),LEG,COD,AVI,AFET,AFET
27.93,9.79,9.8,ITRE,2,30-APR-21,692.663,AD,2020/0365(COD),LEG,COD,AHE,ITRE,ITRE
2.36,1.37,1.37,TRAN,1,27-MAY-21,693.635,AM,2020/0365(COD),LEG,COD,AVI,TRAN,TRAN
53.05,27.13,27.13,IMCO,9,28-APR-21,691.165,PA,2020/0365(COD),LEG,COD,AHE,IMCO,IMCO
10.06,4.1,4.1,AFET,3,20-MAY-21,692.863,PA,2020/0365(COD),LEG,COD,AVI,AFET,AFET
55.8,21.15,20.18,IMCO,9,01-JUN-21,692.785,AM,2020/0365(COD),LEG,COD,AHE,IMCO,IMCO
12.74,6.69,6.69,ITRE,2,30-APR-21,692.663,PA,2020/0365(COD),LEG,COD,AHE,ITRE,ITRE
75.34,27.56,27.56,TRAN,5,27-MAY-21,693.634,AM,2020/0365(COD),LEG,COD,AVI,TRAN,TRAN
29.55,11.86,11.86,LIBE,5,26-MAY-21,691.097,PR,2020/0365(COD),LEG,COD,MHE,LIBE,LIBE
46.74,19.33,19.33,ITRE,3,31-MAY-21,693.62,AM,2020/0365(COD),LEG,COD,AHE,ITRE,ITRE
11.84,6.57,6.57,TRAN,3,29-APR-21,692.636,PA,2020/0365(COD),LEG,COD,AVI,TRAN,TRAN
124.16,43.36,41.4,LIBE,7,17-JUN-21,693.909,AM,2020/0365(COD),LEG,COD,MHE,LIBE,LIBE
33.43,13.19,13.19,TRAN,2,29-APR-21,692.636,AD,2020/0365(COD),LEG,COD,AVI,TRAN,TRAN
27.19,10.03,10.03,AFET,1,20-MAY-21,692.863,AD,2020/0365(COD),LEG,COD,AVI,AFET,AFET
66.89,21.96,21.96,IMCO,8,28-APR-21,691.165,AD,2020/0365(COD),LEG,COD,AHE,IMCO,IMCO
66.46,20.8,21.74,IMCO,1,28-APR-21,691.165,AD,2020/0365(COD),LEG,COD,AHE,IMCO,IMCO
42.86,22.03,23.89,DG1-DEPOT,1,11-OCT-17,606.242,RR,2017/2038(INI),INIT,INI,MAIN,LIBE,LIBE
77.45,49.1,49.1,LIBE,6,19-JUL-17,609.31,AM,2017/2038(INI),INIT,INI,MAIN,LIBE,LIBE
