GROSS_SPA,NET_SPA,DOC_TYPE,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
18.37,12.79,PR,LEG,COD,MAIN,ECON,ECON
26.22,16.57,AM,LEG,COD,MAIN,ECON,ECON
14.65,11.61,PF,LEG,COD,MAIN,ECON,ECON
29.74,21.19,RR,LEG,COD,MAIN,ECON,ECON
71.12,37.35,AM,LEG,COD,MAIN,ECON,ECON
10.83,7.55,PR,LEG,COD,MAIN,ECON,ECON
32.81,20.61,PF,LEG,COD,MAIN,ECON,ECON
18.71,10.85,RR,LEG,COD,MAIN,ECON,ECON
30.07,21.1,AM,LEG,COD,MAIN,ECON,ECON
12.12,9.12,PR,LEG,COD,MAIN,ECON,ECON
24.69,19.53,PF,LEG,COD,MAIN,ECON,ECON
6.81,2.52,AL,LEG,COD,OLB,JURI,JURI
68.65,27.87,RR,DISCH,DEC,MAIN,CONT,CONT
38.81,30.13,PR,DISCH,DEC,MAIN,CONT,CONT
111.67,54.9,AM,DISCH,DEC,MAIN,CONT,CONT
1.46,1.0,PA,DISCH,DEC,AVI,AFCO,AFCO
23.73,10.43,RR,DISCH,DEC,MAIN,CONT,CONT
4.49,2.82,AD,DISCH,DEC,AVI,AFCO,AFCO
25.04,11.81,AM,DISCH,DEC,MAIN,CONT,CONT
6.94,3.83,AM,DISCH,DEC,AVI,AFCO,AFCO
11.81,9.53,PR,DISCH,DEC,MAIN,CONT,CONT
8.0,5.2,PR,DISCH,DEC,MAIN,CONT,CONT
10.79,5.33,RR,DISCH,DEC,MAIN,CONT,CONT
14.02,5.89,AM,DISCH,DEC,MAIN,CONT,CONT
1.31,1.13,NT,DISCH,DEC,MAIN,CONT,CONT
20.41,9.12,RR,DISCH,DEC,MAIN,CONT,CONT
31.16,13.45,AM,DISCH,DEC,MAIN,CONT,CONT
14.21,12.17,PR,DISCH,DEC,MAIN,CONT,CONT
31.12,15.0,RR,DISCH,DEC,MAIN,CONT,CONT
20.02,11.95,PR,DISCH,DEC,MAIN,CONT,CONT
53.53,25.61,AM,DISCH,DEC,MAIN,CONT,CONT
14.65,6.56,RR,DISCH,DEC,MAIN,CONT,CONT
15.52,8.09,AM,DISCH,DEC,MAIN,CONT,CONT
10.59,8.65,PR,DISCH,DEC,MAIN,CONT,CONT
10.59,2.37,PR,DISCH,DEC,MAIN,CONT,CONT
1.81,1.27,PA,DISCH,DEC,AVI,LIBE,LIBE
3.81,2.87,PA,DISCH,DEC,AVI,ENVI,ENVI
1.54,1.22,PA,DISCH,DEC,AVI,AGRI,AGRI
2.03,1.73,PA,DISCH,DEC,AVI,CULT,CULT
2.01,1.64,PA,DISCH,DEC,AVI,TRAN,TRAN
1.51,1.18,PA,DISCH,DEC,AVI,AFET,AFET
0.8,0.56,PA,DISCH,DEC,AVI,JURI,JURI
7.76,4.48,AD,DISCH,DEC,AVI,AGRI,AGRI
7.52,3.48,AM,DISCH,DEC,AVI,CULT,CULT
1.76,1.46,PA,DISCH,DEC,AVI,REGI,REGI
5.02,3.39,AD,DISCH,DEC,AVI,TRAN,TRAN
1.62,1.1,PA,DISCH,DEC,AVI,FEMM,FEMM
10.24,4.4,AM,DISCH,DEC,AVI,AFET,AFET
12.78,7.75,AM,DISCH,DEC,AVI,LIBE,LIBE
0.62,0.5,AM,DISCH,DEC,AVI,JURI,JURI
5.86,3.89,AD,DISCH,DEC,AVI,AFET,AFET
7.35,3.57,AM,DISCH,DEC,AVI,TRAN,TRAN
2.05,1.86,NT,DISCH,DEC,MAIN,CONT,CONT
4.35,1.86,AD,DISCH,DEC,AVI,CULT,CULT
257.87,108.45,RR,DISCH,DEC,MAIN,CONT,CONT
284.97,140.43,AM,DISCH,DEC,MAIN,CONT,CONT
15.14,7.14,AM,DISCH,DEC,AVI,FEMM,FEMM
3.12,2.73,PA,DISCH,DEC,AVI,EMPL,EMPL
4.41,3.49,AM,DISCH,DEC,AVI,ENVI,ENVI
6.4,3.04,AD,DISCH,DEC,AVI,ENVI,ENVI
5.2,4.52,AD,DISCH,DEC,AVI,DEVE,DEVE
17.52,10.42,AM,DISCH,DEC,AVI,AGRI,AGRI
22.7,12.03,AM,DISCH,DEC,AVI,REGI,REGI
11.44,6.1,AD,DISCH,DEC,AVI,EMPL,EMPL
7.04,4.97,AD,DISCH,DEC,AVI,REGI,REGI
5.19,2.89,AD,DISCH,DEC,AVI,FEMM,FEMM
6.93,3.69,AD,DISCH,DEC,AVI,LIBE,LIBE
19.38,10.65,AM,DISCH,DEC,AVI,EMPL,EMPL
84.96,53.27,PR,DISCH,DEC,MAIN,CONT,CONT
2.73,2.37,PA,DISCH,DEC,AVI,JURI,JURI
7.75,4.77,AM,DISCH,DEC,AVI,JURI,JURI
26.96,11.39,RR,DISCH,DEC,MAIN,CONT,CONT
4.85,2.49,AD,DISCH,DEC,AVI,JURI,JURI
26.94,9.88,AM,DISCH,DEC,MAIN,CONT,CONT
16.65,14.63,PR,DISCH,DEC,MAIN,CONT,CONT
24.66,12.43,RR,DISCH,DEC,MAIN,CONT,CONT
40.88,19.07,AM,DISCH,DEC,MAIN,CONT,CONT
14.77,12.8,PR,DISCH,DEC,MAIN,CONT,CONT
1.59,1.03,PA,DISCH,DEC,AVI,AFET,AFET
26.62,12.59,RR,DISCH,DEC,MAIN,CONT,CONT
10.55,4.96,AM,DISCH,DEC,AVI,AFET,AFET
5.35,3.38,AD,DISCH,DEC,AVI,AFET,AFET
2.09,1.65,NT,DISCH,DEC,MAIN,CONT,CONT
26.5,11.36,AM,DISCH,DEC,MAIN,CONT,CONT
14.12,11.62,PR,DISCH,DEC,MAIN,CONT,CONT
1.78,1.15,PA,DISCH,DEC,AVI,LIBE,LIBE
46.52,23.09,AM,DISCH,DEC,MAIN,CONT,CONT
32.47,17.04,RR,DISCH,DEC,MAIN,CONT,CONT
44.54,25.26,AM,DISCH,DEC,MAIN,CONT,CONT
19.99,11.47,AM,DISCH,DEC,AVI,LIBE,LIBE
36.41,15.19,RR,DISCH,DEC,MAIN,CONT,CONT
12.58,6.9,PR,DISCH,DEC,MAIN,CONT,CONT
7.52,5.01,AD,DISCH,DEC,AVI,LIBE,LIBE
2.8,0.69,PA,DISCH,DEC,AVI,LIBE,LIBE
2.82,2.28,PA,DISCH,DEC,AVI,LIBE,LIBE
1.43,1.22,NT,DISCH,DEC,MAIN,CONT,CONT
7.94,6.42,AD,DISCH,DEC,AVI,LIBE,LIBE
11.39,6.04,PR,DISCH,DEC,MAIN,CONT,CONT
31.28,16.0,AM,DISCH,DEC,AVI,LIBE,LIBE
1.59,1.31,PA,DISCH,DEC,AVI,CULT,CULT
5.0,2.49,AM,DISCH,DEC,MAIN,CONT,CONT
1.11,0.51,AM,DISCH,DEC,AVI,CULT,CULT
16.75,6.66,RR,DISCH,DEC,MAIN,CONT,CONT
2.49,1.13,AD,DISCH,DEC,AVI,CULT,CULT
10.94,6.05,PR,DISCH,DEC,MAIN,CONT,CONT
1.46,0.88,PA,DISCH,DEC,AVI,TRAN,TRAN
3.68,2.04,AM,DISCH,DEC,MAIN,CONT,CONT
3.05,1.91,AM,DISCH,DEC,AVI,TRAN,TRAN
16.77,5.92,RR,DISCH,DEC,MAIN,CONT,CONT
4.31,2.64,AD,DISCH,DEC,AVI,TRAN,TRAN
8.69,4.32,PR,DISCH,DEC,MAIN,CONT,CONT
39.39,23.84,AM,RESQ,RSP,MAIN,CULT,CULT
97.9,56.34,AM,DECL,RSP,MAIN,LIBE,LIBE
5.61,4.7,RE,DECL,RSP,MAIN,LIBE,LIBE
18.84,8.53,AD,LEG,COD,AVI,FEMM,FEMM
102.36,52.57,AM,LEG,COD,MAIN,LIBE,LIBE
18.32,8.81,AM,LEG,COD,AVI,FEMM,FEMM
30.8,18.88,PR,LEG,COD,MAIN,LIBE,LIBE
6.77,4.28,PA,LEG,COD,AVI,FEMM,FEMM
23.99,17.6,PF,LEG,COD,MAIN,LIBE,LIBE
60.54,28.77,RR,LEG,COD,MAIN,LIBE,LIBE
5.13,2.45,RR,LEG,COD,MAIN,LIBE,LIBE
3.08,1.23,PR,LEG,COD,MAIN,LIBE,LIBE
67.75,34.26,PR,CNPE,NLE,MAIN,ITRE,ITRE
100.7,37.01,RR,CNPE,NLE,MAIN,ITRE,ITRE
179.36,72.98,AM,CNPE,NLE,MAIN,ITRE,ITRE
11.24,5.81,PA,LEG,COD,AVI,JURI,JURI
19.64,14.09,PR,LEG,COD,MAIN,ENVI,ENVI
37.28,15.93,AM,LEG,COD,AVI,JURI,JURI
41.23,16.5,RR,LEG,COD,MAIN,ENVI,ENVI
11.31,4.1,AD,LEG,COD,AVI,JURI,JURI
73.05,36.33,AM,LEG,COD,MAIN,ENVI,ENVI
12.25,7.5,PF,LEG,COD,MAIN,ENVI,ENVI
1.62,1.13,PA,STINI,INI,AHE,LIBE,LIBE
1.55,1.09,PA,STINI,INI,AHE,TRAN,TRAN
3.36,2.24,PA,STINI,INI,AHE,JURI,JURI
1.59,1.26,PA,STINI,INI,AHE,ITRE,ITRE
4.79,2.81,AD,STINI,INI,AHE,LIBE,LIBE
8.74,5.91,AD,STINI,INI,AVI,FEMM,FEMM
8.66,7.39,AD,STINI,INI,AHE,JURI,JURI
19.46,16.32,AD,STINI,INI,AHE,ITRE,ITRE
2.62,2.11,PA,STINI,INI,AVI,EMPL,EMPL
65.55,34.0,AM,STINI,INI,AVI,EMPL,EMPL
16.56,12.79,AD,STINI,INI,AVI,EMPL,EMPL
8.04,5.72,AD,STINI,INI,AHE,INTA,INTA
1.65,1.07,PA,STINI,INI,AHE,CULT,CULT
16.68,12.96,PR,STINI,INI,MHE,IMCO,IMCO
1.46,1.12,PA,STINI,INI,AVI,FEMM,FEMM
15.97,11.44,AD,STINI,INI,AHE,TRAN,TRAN
7.08,3.4,AM,STINI,INI,AHE,LIBE,LIBE
33.91,17.16,AM,STINI,INI,AHE,JURI,JURI
65.39,42.74,AM,STINI,INI,AHE,ITRE,ITRE
83.1,38.15,AM,STINI,INI,MHE,IMCO,IMCO
34.58,20.34,AM,STINI,INI,AHE,TRAN,TRAN
39.79,24.83,AM,STINI,INI,AVI,AGRI,AGRI
39.3,9.23,AM,STINI,INI,AVI,AGRI,AGRI
1.61,1.23,PA,STINI,INI,AHE,INTA,INTA
150.46,53.13,RR,STINI,INI,MHE,IMCO,IMCO
8.63,6.43,AD,STINI,INI,AHE,CULT,CULT
24.52,13.8,AM,STINI,INI,AVI,FEMM,FEMM
29.71,16.7,AM,STINI,INI,AHE,INTA,INTA
14.33,9.69,AD,STINI,INI,AVI,AGRI,AGRI
28.65,15.44,AM,STINI,INI,AHE,CULT,CULT
18.54,5.08,PR,INIT,INI,MAIN,FEMM,FEMM
1.83,1.41,PA,INIT,INI,AVI,DEVE,DEVE
42.61,23.57,AM,INIT,INI,AVI,DEVE,DEVE
61.65,33.68,RR,INIT,INI,MAIN,FEMM,FEMM
61.65,19.98,RR,INIT,INI,MAIN,FEMM,FEMM
67.93,40.43,AM,INIT,INI,MAIN,FEMM,FEMM
106.11,56.74,AM,INIT,INI,MAIN,FEMM,FEMM
10.8,7.15,AD,INIT,INI,AVI,DEVE,DEVE
2.99,1.16,PR,CODIF,COD,MAIN,JURI,JURI
2.86,0.88,PR,CODIF,COD,MAIN,JURI,JURI
4.63,1.18,PR,CODIF,COD,MAIN,JURI,JURI
4.61,1.98,PR,CODIF,COD,MAIN,JURI,JURI
5.5,1.87,RR,CODIF,COD,MAIN,JURI,JURI
1.73,0.57,NT,APPE,NLE,MAIN,LIBE,LIBE
1.27,0.67,AM,APPE,NLE,MAIN,LIBE,LIBE
3.49,2.03,RR,APPE,NLE,MAIN,LIBE,LIBE
6.52,4.76,PR,APPE,NLE,MAIN,LIBE,LIBE
71.56,29.26,AM,LEG,COD,MAIN,LIBE,LIBE
30.22,15.32,PR,LEG,COD,MAIN,LIBE,LIBE
32.45,15.24,RR,LEG,COD,MAIN,LIBE,LIBE
9.21,7.93,PR,INIT,INI,MAIN,CULT,CULT
91.24,53.5,AM,INIT,INI,MAIN,CULT,CULT
28.37,18.7,RR,INIT,INI,MAIN,CULT,CULT
1.98,1.64,PA,ANRE,INI,AVI,AFCO,AFCO
49.19,26.08,AM,ANRE,INI,MAIN,JURI,JURI
1.39,1.09,PA,ANRE,INI,AVI,IMCO,IMCO
7.15,4.95,AD,ANRE,INI,AVI,AFCO,AFCO
34.77,16.86,RR,ANRE,INI,MAIN,JURI,JURI
7.16,6.31,AD,ANRE,INI,AVI,IMCO,IMCO
15.86,8.55,AM,ANRE,INI,AVI,AFCO,AFCO
24.56,14.46,AM,ANRE,INI,AVI,IMCO,IMCO
6.29,4.96,PR,ANRE,INI,MAIN,JURI,JURI
62.15,29.82,AM,IMPL,INI,MAIN,ECON,ECON
21.72,17.69,PR,IMPL,INI,MAIN,ECON,ECON
1.62,1.54,NT,IMPL,INI,MAIN,ECON,ECON
36.62,21.03,RR,IMPL,INI,MAIN,ECON,ECON
84.4,26.85,RR,ER,BUI,MAIN,BUDG,BUDG
72.77,38.71,AM,ER,BUI,MAIN,BUDG,BUDG
9.51,7.31,PR,ER,BUI,MAIN,BUDG,BUDG
27.51,16.31,AM,PREBUD,BUI,AVI,ITRE,ITRE
8.9,7.48,AD,PREBUD,BUI,AVI,ITRE,ITRE
7.45,6.56,PR,PREBUD,BUI,MAIN,BUDG,BUDG
12.87,7.33,AL,PREBUD,BUI,AVI,LIBE,LIBE
4.01,3.51,PA,PREBUD,BUI,AVI,TRAN,TRAN
1.62,0.74,PA,PREBUD,BUI,AVI,AGRI,AGRI
40.91,21.88,AM,PREBUD,BUI,AVI,TRAN,TRAN
1.9,1.68,AL,PREBUD,BUI,AVI,DEVE,DEVE
9.67,6.83,AD,PREBUD,BUI,AVI,AGRI,AGRI
4.7,4.22,AL,PREBUD,BUI,AVI,ENVI,ENVI
142.11,54.38,RR,PREBUD,BUI,MAIN,BUDG,BUDG
1.45,1.17,PA,PREBUD,BUI,AVI,CULT,CULT
1.47,1.17,PA,PREBUD,BUI,AVI,ITRE,ITRE
3.19,2.6,AL,PREBUD,BUI,AVI,IMCO,IMCO
3.42,2.46,AL,PREBUD,BUI,AVI,AFET,AFET
23.16,13.51,AM,PREBUD,BUI,AVI,AGRI,AGRI
69.05,35.82,AM,PREBUD,BUI,AVI,EMPL,EMPL
39.35,14.44,AD,PREBUD,BUI,AVI,EMPL,EMPL
1.92,1.66,AL,PREBUD,BUI,AVI,REGI,REGI
2.76,2.15,AL,PREBUD,BUI,AVI,AFCO,AFCO
2.78,2.58,AL,PREBUD,BUI,AVI,FEMM,FEMM
201.82,89.25,AM,PREBUD,BUI,MAIN,BUDG,BUDG
19.62,13.88,AM,PREBUD,BUI,AVI,CULT,CULT
10.77,7.37,AD,PREBUD,BUI,AVI,TRAN,TRAN
7.91,5.06,AD,PREBUD,BUI,AVI,CULT,CULT
5.65,4.63,AL,PREBUD,BUI,AVI,CONT,CONT
2.11,1.67,PA,RI,APP,AVI,FEMM,FEMM
5.71,4.72,PR,RI,APP,MAIN,LIBE,LIBE
6.83,5.04,AD,RI,APP,AVI,FEMM,FEMM
45.67,22.16,AM,RI,APP,MAIN,LIBE,LIBE
17.07,9.08,RR,RI,APP,MAIN,LIBE,LIBE
59.43,56.78,PR,ENQCOM,INI,MAIN,AIDA,AIDA
109.2,82.69,RR,ENQCOM,INI,MAIN,AIDA,AIDA
152.63,67.91,AM,ENQCOM,INI,MAIN,AIDA,AIDA
138.6,61.82,AM,ENQCOM,INI,MAIN,AIDA,AIDA
158.15,67.38,AM,ENQCOM,INI,MAIN,AIDA,AIDA
156.97,72.74,AM,ENQCOM,INI,MAIN,AIDA,AIDA
151.71,67.63,AM,ENQCOM,INI,MAIN,AIDA,AIDA
11.82,11.66,DT,ENQCOM,INI,MAIN,BECA,BECA
36.78,31.22,CM,ENQCOM,INI,MAIN,BECA,BECA
177.27,77.1,AM,ENQCOM,INI,MAIN,BECA,BECA
173.29,80.07,AM,ENQCOM,INI,MAIN,BECA,BECA
171.77,75.99,AM,ENQCOM,INI,MAIN,BECA,BECA
38.98,35.07,PR,ENQCOM,INI,MAIN,BECA,BECA
226.38,86.77,AM,ENQCOM,INI,MAIN,BECA,BECA
129.69,63.02,AM,ENQCOM,INI,MAIN,BECA,BECA
107.21,70.81,RR,ENQCOM,INI,MAIN,BECA,BECA
2.62,2.52,NT,ENQCOM,INI,MAIN,BECA,BECA
53.58,51.23,PR,ENQCOM,INI,MAIN,INGE,INGE
26.23,25.67,DT,ENQCOM,INI,MAIN,INGE,INGE
13.64,13.25,DT,ENQCOM,INI,MAIN,INGE,INGE
12.13,11.31,DT,ENQCOM,INI,MAIN,INGE,INGE
12.32,3.68,DT,ENQCOM,INI,MAIN,INGE,INGE
19.26,18.75,DT,ENQCOM,INI,MAIN,INGE,INGE
147.19,66.66,AM,ENQCOM,INI,MAIN,INGE,INGE
175.69,80.62,AM,ENQCOM,INI,MAIN,INGE,INGE
123.41,58.76,AM,ENQCOM,INI,MAIN,INGE,INGE
98.74,43.52,AM,ENQCOM,INI,MAIN,INGE,INGE
111.83,76.37,RR,ENQCOM,INI,MAIN,INGE,INGE
110.46,55.77,AM,ENQCOM,INI,MAIN,ANIT,ANIT
120.22,60.35,AM,ENQCOM,INI,MAIN,ANIT,ANIT
70.7,52.87,RR,ENQCOM,INI,MAIN,ANIT,ANIT
3.5,3.16,NT,ENQCOM,INI,MAIN,ANIT,ANIT
1.5,0.65,AM,LEG,COD,MAIN,LIBE,LIBE
12.04,6.47,PA,LEG,COD,AVI,BUDG,BUDG
25.09,8.14,AD,LEG,COD,AVI,BUDG,BUDG
25.33,9.13,AM,LEG,COD,AVI,BUDG,BUDG
92.7,46.96,PR,LEG,COD,MAIN,LIBE,LIBE
124.7,56.05,RR,LEG,COD,MAIN,LIBE,LIBE
250.09,104.35,AM,LEG,COD,MAIN,LIBE,LIBE
31.09,18.22,RR,BUD,BUD,MAIN,BUDG,BUDG
90.91,27.09,AD,LEG,COD,AVI,REGI,REGI
380.18,116.55,RR,LEG,COD,MAIN,ITRE,ITRE
81.28,35.66,AD,LEG,COD,AVI,ENVI,ENVI
29.91,16.47,PA,LEG,COD,AVI,REGI,REGI
201.24,81.05,AM,LEG,COD,AVI,REGI,REGI
2.15,1.14,AM,LEG,COD,AVI,TRAN,TRAN
69.84,38.77,PR,LEG,COD,MAIN,ITRE,ITRE
126.38,69.31,PA,LEG,COD,AVI,ENVI,ENVI
147.18,57.62,AM,LEG,COD,AVI,TRAN,TRAN
25.91,15.73,PA,LEG,COD,AVI,TRAN,TRAN
201.76,80.26,AM,LEG,COD,AVI,ENVI,ENVI
339.0,117.04,AM,LEG,COD,AVI,ENVI,ENVI
172.56,76.32,AM,LEG,COD,MAIN,ITRE,ITRE
169.86,66.29,AM,LEG,COD,MAIN,ITRE,ITRE
198.54,72.98,AM,LEG,COD,MAIN,ITRE,ITRE
66.46,25.27,AD,LEG,COD,AVI,TRAN,TRAN
134.37,89.28,PF,LEG,COD,MAIN,ITRE,ITRE
161.65,59.13,AM,LEG,COD,AHE,JURI,JURI
152.54,67.22,AM,LEG,COD,AHE,JURI,JURI
206.37,74.67,AM,LEG,COD,AHE,ITRE,ITRE
68.16,19.7,AD,LEG,COD,AVI,TRAN,TRAN
199.86,67.86,AD,LEG,COD,AHE,JURI,JURI
60.66,28.09,PA,LEG,COD,AVI,ECON,ECON
122.9,53.91,AM,LEG,COD,AVI,FEMM,FEMM
199.67,65.42,AM,LEG,COD,MHE,IMCO,IMCO
154.28,58.59,AM,LEG,COD,MHE,IMCO,IMCO
192.45,56.15,AM,LEG,COD,AVI,ECON,ECON
137.57,46.74,AM,LEG,COD,AVI,ECON,ECON
120.0,37.28,AD,LEG,COD,AVI,ECON,ECON
44.64,20.15,PA,LEG,COD,AHE,ITRE,ITRE
86.1,46.49,PA,LEG,COD,AHE,LIBE,LIBE
53.2,29.05,PA,LEG,COD,AHE,JURI,JURI
428.58,163.96,AM,LEG,COD,AHE,LIBE,LIBE
23.38,10.74,PA,LEG,COD,AVI,FEMM,FEMM
23.24,5.13,PA,LEG,COD,AVI,FEMM,FEMM
134.04,71.1,PR,LEG,COD,MHE,IMCO,IMCO
153.57,62.92,AM,LEG,COD,AVI,TRAN,TRAN
137.13,68.86,AM,LEG,COD,AHE,ITRE,ITRE
11.25,6.81,PA,LEG,COD,AVI,TRAN,TRAN
95.15,45.81,PA,LEG,COD,AVI,CULT,CULT
59.06,28.96,AM,LEG,COD,AHE,ITRE,ITRE
136.93,51.17,AD,LEG,COD,AHE,LIBE,LIBE
246.02,80.88,AM,LEG,COD,AHE,JURI,JURI
107.53,41.2,AM,LEG,COD,AHE,JURI,JURI
224.08,81.3,AM,LEG,COD,MHE,IMCO,IMCO
69.75,25.64,AD,LEG,COD,AVI,FEMM,FEMM
133.12,61.73,AM,LEG,COD,MHE,IMCO,IMCO
129.08,60.6,AM,LEG,COD,MHE,IMCO,IMCO
136.61,57.17,AM,LEG,COD,MHE,IMCO,IMCO
130.66,63.81,AM,LEG,COD,MHE,IMCO,IMCO
131.63,63.36,AM,LEG,COD,MHE,IMCO,IMCO
56.65,20.57,AM,LEG,COD,MHE,IMCO,IMCO
134.85,47.71,AD,LEG,COD,AHE,ITRE,ITRE
130.65,45.56,AD,LEG,COD,AVI,CULT,CULT
123.48,51.86,AM,LEG,COD,AVI,CULT,CULT
129.33,45.2,AM,LEG,COD,AVI,CULT,CULT
259.16,106.77,RR,LEG,COD,MHE,IMCO,IMCO
134.66,48.87,AD,LEG,COD,AHE,ECON,ECON
114.12,36.37,AM,LEG,COD,AVI,JURI,JURI
106.12,44.36,AM,LEG,COD,AVI,JURI,JURI
121.8,28.09,AD,LEG,COD,AVI,JURI,JURI
55.35,16.05,AD,LEG,COD,AVI,TRAN,TRAN
226.97,67.64,AM,LEG,COD,AHE,ITRE,ITRE
123.12,47.09,AM,LEG,COD,AHE,ITRE,ITRE
91.29,30.61,AM,LEG,COD,AHE,ITRE,ITRE
49.8,22.98,PA,LEG,COD,AHE,ITRE,ITRE
220.33,61.97,AM,LEG,COD,AHE,ECON,ECON
114.61,43.56,AM,LEG,COD,AHE,ECON,ECON
144.09,32.42,AD,LEG,COD,AHE,ITRE,ITRE
144.1,51.0,AD,LEG,COD,AHE,ITRE,ITRE
21.28,7.1,PA,LEG,COD,AVI,TRAN,TRAN
100.0,40.9,AM,LEG,COD,AVI,TRAN,TRAN
81.7,35.81,PR,LEG,COD,MHE,IMCO,IMCO
44.67,21.71,PA,LEG,COD,AVI,CULT,CULT
54.13,25.89,PA,LEG,COD,AVI,JURI,JURI
112.64,43.39,AM,LEG,COD,AVI,LIBE,LIBE
168.33,63.97,AM,LEG,COD,MHE,IMCO,IMCO
221.93,77.46,AM,LEG,COD,MHE,IMCO,IMCO
150.02,73.59,AM,LEG,COD,MHE,IMCO,IMCO
164.75,68.02,AM,LEG,COD,MHE,IMCO,IMCO
72.43,37.71,PA,LEG,COD,AHE,ECON,ECON
81.66,25.2,AD,LEG,COD,AVI,CULT,CULT
54.81,17.95,AD,LEG,COD,AVI,LIBE,LIBE
113.13,43.71,AM,LEG,COD,AVI,CULT,CULT
2.36,2.03,NT,LEG,COD,MHE,IMCO,IMCO
113.56,38.0,AM,LEG,COD,AHE,ECON,ECON
139.61,53.59,RR,LEG,COD,MHE,IMCO,IMCO
25.38,10.7,PA,LEG,COD,AVI,LIBE,LIBE
15.81,12.61,PF,LEG,COD,MAIN,TRAN,TRAN
217.2,59.77,RR,LEG,COD,MHE,LIBE,LIBE
39.32,15.91,AM,LEG,COD,AVI,AFET,AFET
0.6,0.35,AM,LEG,COD,AVI,AFET,AFET
27.93,9.79,AD,LEG,COD,AHE,ITRE,ITRE
2.36,1.37,AM,LEG,COD,AVI,TRAN,TRAN
53.05,27.13,PA,LEG,COD,AHE,IMCO,IMCO
10.06,4.1,PA,LEG,COD,AVI,AFET,AFET
55.8,21.15,AM,LEG,COD,AHE,IMCO,IMCO
12.74,6.69,PA,LEG,COD,AHE,ITRE,ITRE
75.34,27.56,AM,LEG,COD,AVI,TRAN,TRAN
29.55,11.86,PR,LEG,COD,MHE,LIBE,LIBE
46.74,19.33,AM,LEG,COD,AHE,ITRE,ITRE
11.84,6.57,PA,LEG,COD,AVI,TRAN,TRAN
124.16,43.36,AM,LEG,COD,MHE,LIBE,LIBE
33.43,13.19,AD,LEG,COD,AVI,TRAN,TRAN
27.19,10.03,AD,LEG,COD,AVI,AFET,AFET
66.89,21.96,AD,LEG,COD,AHE,IMCO,IMCO
66.46,20.8,AD,LEG,COD,AHE,IMCO,IMCO
42.86,22.03,RR,INIT,INI,MAIN,LIBE,LIBE
77.45,49.1,AM,INIT,INI,MAIN,LIBE,LIBE
1.16,1.01,DV,INIT,INI,MAIN,LIBE,LIBE
9.24,6.63,AD,INIT,INI,AVI,FEMM,FEMM
16.62,14.77,PR,INIT,INI,MAIN,LIBE,LIBE
8.84,6.53,AD,INIT,INI,AVI,REGI,REGI
16.32,10.23,AD,INIT,INI,AHE,EMPL,EMPL
5.52,2.63,AM,INIT,INI,MHE,ECON,ECON
56.3,26.06,RR,INIT,INI,MHE,ECON,ECON
35.14,19.02,AM,INIT,INI,AVI,REGI,REGI
38.08,23.83,AM,INIT,INI,AHE,EMPL,EMPL
2.19,2.02,PA,INIT,INI,AVI,REGI,REGI
10.81,9.3,PR,INIT,INI,MHE,ECON,ECON
1.43,1.15,PA,INIT,INI,AHE,EMPL,EMPL
139.55,114.93,AM,INIT,INI,MHE,ECON,ECON
85.75,65.12,PF,RCST,COD,MAIN,ECON,ECON
13.03,10.73,PR,ANRE,INI,MHE,BUDG,BUDG
1.4,1.18,PA,ANRE,INI,AVI,REGI,REGI
1.77,1.5,PA,ANRE,INI,AHE,ECON,ECON
32.19,16.35,AM,ANRE,INI,AVI,REGI,REGI
44.37,36.47,RR,ANRE,INI,MHE,BUDG,BUDG
31.51,16.84,AM,ANRE,INI,AHE,ECON,ECON
61.24,27.78,AM,ANRE,INI,MHE,BUDG,BUDG
10.12,7.62,AD,ANRE,INI,AHE,ECON,ECON
5.33,4.37,AD,ANRE,INI,AVI,REGI,REGI
2.51,2.0,AM,ANRE,INI,MHE,BUDG,BUDG
0.66,0.53,AM,ANRE,INI,MHE,BUDG,BUDG
1.13,1.0,NR,ANRE,INI,MHE,ECON,ECON
3.12,2.68,AM,RESQ,RSP,MAIN,ENVI,ENVI
2.16,1.22,AM,RESQ,RSP,MAIN,ENVI,ENVI
1.44,1.15,NT,RESQ,RSP,MAIN,ENVI,ENVI
1.41,1.33,QO,RESQ,RSP,MAIN,ENVI,ENVI
3.8,1.21,PR,CNPE,NLE,MAIN,JURI,JURI
4.8,1.75,RR,CNPE,NLE,MAIN,JURI,JURI
1.72,1.47,PA,INIT,INI,AVI,ENVI,ENVI
13.31,12.13,PR,INIT,INI,MAIN,AGRI,AGRI
33.15,17.06,RR,INIT,INI,MAIN,AGRI,AGRI
9.21,6.18,AD,INIT,INI,AVI,ENVI,ENVI
37.59,23.48,AM,INIT,INI,AVI,ENVI,ENVI
1.52,1.32,NT,INIT,INI,MAIN,AGRI,AGRI
104.48,74.62,AM,INIT,INI,MAIN,AGRI,AGRI
4.0,1.27,PR,CNPE,NLE,MAIN,JURI,JURI
4.99,1.78,RR,CNPE,NLE,MAIN,JURI,JURI
2.05,0.94,PR,LEG,CNS,MAIN,LIBE,LIBE
9.58,6.52,PR,DISCH,DEC,MAIN,CONT,CONT
2.09,1.0,AM,DISCH,DEC,AVI,EMPL,EMPL
7.5,3.03,AM,DISCH,DEC,MAIN,CONT,CONT
14.11,4.78,RR,DISCH,DEC,MAIN,CONT,CONT
